1 15 -> 31 fr=493 (0.3944), cf=0.944, gamma=1.126, delta=0.044, M=-4.395e+001
3 -> ~37 fr=291 (0.2328), cf=1.000, gamma=1.002, delta=0.001, M=-7.958e-001
30 -> ~36 fr=223 (0.1784), cf=1.000, gamma=1.003, delta=0.001, M=-7.871e-001
29 -> ~33 fr=998 (0.7984), cf=0.972, gamma=1.001, delta=0.000, M=-7.587e-001
2 -> ~34 fr=253 (0.2024), cf=0.988, gamma=1.003, delta=0.001, M=-7.347e-001
18 -> 31 fr=461 (0.3688), cf=0.840, gamma=1.002, delta=0.001, M=-7.187e-001
2 -> ~37 fr=256 (0.2048), cf=1.000, gamma=1.002, delta=0.000, M=-6.881e-001
19 -> ~39 fr=614 (0.4912), cf=1.000, gamma=1.001, delta=0.000, M=-6.757e-001
30 -> ~32 fr=200 (0.1600), cf=0.897, gamma=1.002, delta=0.000, M=-6.527e-001
12 -> ~39 fr=566 (0.4528), cf=1.000, gamma=1.001, delta=0.000, M=-6.029e-001
30 -> ~37 fr=223 (0.1784), cf=1.000, gamma=1.002, delta=0.000, M=-5.900e-001
1 -> ~39 fr=552 (0.4416), cf=1.000, gamma=1.001, delta=0.000, M=-5.827e-001
12 -> ~37 fr=565 (0.4520), cf=0.998, gamma=1.001, delta=0.000, M=-5.610e-001
6 -> ~36 fr=416 (0.3328), cf=0.998, gamma=1.001, delta=0.000, M=-5.240e-001
24 -> ~39 fr=492 (0.3936), cf=1.000, gamma=1.001, delta=0.000, M=-5.002e-001
7 -> ~39 fr=463 (0.3704), cf=1.000, gamma=1.001, delta=0.000, M=-4.627e-001
25 -> ~36 fr=134 (0.1072), cf=1.000, gamma=1.003, delta=0.000, M=-4.541e-001
8 19 -> ~36 fr=130 (0.1040), cf=1.000, gamma=1.003, delta=0.000, M=-4.398e-001
3 -> ~35 fr=289 (0.2312), cf=0.993, gamma=1.000, delta=0.000, M=-4.324e-001
7 24 -> ~37 fr=167 (0.1336), cf=1.000, gamma=1.002, delta=0.000, M=-4.306e-001
6 -> ~39 fr=417 (0.3336), cf=1.000, gamma=1.001, delta=0.000, M=-4.059e-001
7 -> ~37 fr=462 (0.3696), cf=0.998, gamma=1.000, delta=0.000, M=-3.708e-001
25 -> ~37 fr=134 (0.1072), cf=1.000, gamma=1.002, delta=0.000, M=-3.405e-001
11 -> ~39 fr=355 (0.2840), cf=1.000, gamma=1.001, delta=0.000, M=-3.341e-001
3 -> ~39 fr=291 (0.2328), cf=1.000, gamma=1.001, delta=0.000, M=-2.650e-001
2 -> ~39 fr=256 (0.2048), cf=1.000, gamma=1.001, delta=0.000, M=-2.292e-001
30 -> ~39 fr=223 (0.1784), cf=1.000, gamma=1.001, delta=0.000, M=-1.965e-001
25 -> ~39 fr=134 (0.1072), cf=1.000, gamma=1.001, delta=0.000, M=-1.134e-001
