1 15 -> 31 fr=484 (0.3872), cf=0.951, gamma=1.123, delta=0.043, M=-4.320e+001
6 12 23 -> ~33 fr=260 (0.2080), cf=1.000, gamma=1.031, delta=0.006, M=-8.771e+000
1 -> ~34 fr=535 (0.4280), cf=1.000, gamma=1.012, delta=0.005, M=-8.443e+000
6 -> ~33 fr=416 (0.3328), cf=0.993, gamma=1.023, delta=0.008, M=-8.188e+000
20 23 -> ~32 fr=678 (0.5424), cf=0.924, gamma=1.028, delta=0.015, M=-8.031e+000
23 -> ~35 fr=749 (0.5992), cf=1.000, gamma=1.006, delta=0.004, M=-7.348e+000
23 -> ~32 fr=690 (0.5520), cf=0.921, gamma=1.025, delta=0.014, M=-7.081e+000
7 20 -> 31 fr=394 (0.3152), cf=0.889, gamma=1.051, delta=0.015, M=-6.937e+000
2 12 -> 31 fr=206 (0.1648), cf=0.912, gamma=1.077, delta=0.012, M=-6.737e+000
7 -> 31 fr=408 (0.3264), cf=0.887, gamma=1.048, delta=0.015, M=-6.614e+000
23 -> ~33 fr=736 (0.5888), cf=0.983, gamma=1.013, delta=0.007, M=-6.348e+000
11 -> ~33 fr=349 (0.2792), cf=0.991, gamma=1.022, delta=0.006, M=-5.975e+000
6 12 29 -> ~32 fr=260 (0.2080), cf=0.942, gamma=1.049, delta=0.010, M=-5.755e+000
6 12 -> ~32 fr=278 (0.2224), cf=0.939, gamma=1.045, delta=0.010, M=-5.534e+000
2 20 -> 31 fr=230 (0.1840), cf=0.898, gamma=1.061, delta=0.011, M=-5.300e+000
2 -> 31 fr=241 (0.1928), cf=0.896, gamma=1.058, delta=0.011, M=-5.145e+000
11 -> ~34 fr=352 (0.2816), cf=1.000, gamma=1.012, delta=0.003, M=-4.994e+000
6 -> ~32 fr=389 (0.3112), cf=0.928, gamma=1.033, delta=0.010, M=-4.928e+000
7 18 20 -> ~32 fr=212 (0.1696), cf=0.942, gamma=1.049, delta=0.008, M=-4.783e+000
1 -> ~35 fr=535 (0.4280), cf=1.000, gamma=1.006, delta=0.003, M=-4.486e+000
20 27 -> ~33 fr=1133 (0.9064), cf=0.974, gamma=1.004, delta=0.004, M=-4.468e+000
27 -> ~33 fr=1182 (0.9456), cf=0.973, gamma=1.003, delta=0.002, M=-4.038e+000
6 -> ~34 fr=418 (0.3344), cf=0.998, gamma=1.010, delta=0.003, M=-4.004e+000
12 19 -> ~34 fr=289 (0.2312), cf=1.000, gamma=1.012, delta=0.003, M=-3.969e+000
15 -> ~34 fr=1047 (0.8376), cf=0.991, gamma=1.004, delta=0.003, M=-3.961e+000
7 18 -> ~32 fr=219 (0.1752), cf=0.936, gamma=1.042, delta=0.007, M=-3.923e+000
15 -> ~35 fr=1052 (0.8416), cf=0.996, gamma=1.003, delta=0.002, M=-3.746e+000
2 12 -> ~33 fr=224 (0.1792), cf=0.991, gamma=1.021, delta=0.004, M=-3.712e+000
7 -> ~35 fr=460 (0.3680), cf=1.000, gamma=1.006, delta=0.002, M=-3.684e+000
12 20 29 -> ~33 fr=463 (0.3704), cf=0.983, gamma=1.013, delta=0.005, M=-3.602e+000
27 -> ~37 fr=1215 (0.9720), cf=1.000, gamma=1.001, delta=0.001, M=-3.576e+000
2 12 20 -> ~32 fr=202 (0.1616), cf=0.935, gamma=1.041, delta=0.006, M=-3.567e+000
12 20 -> ~33 fr=533 (0.4264), cf=0.982, gamma=1.012, delta=0.005, M=-3.563e+000
7 20 -> ~32 fr=408 (0.3264), cf=0.921, gamma=1.025, delta=0.008, M=-3.513e+000
2 12 -> ~32 fr=211 (0.1688), cf=0.934, gamma=1.039, delta=0.006, M=-3.488e+000
23 -> ~34 fr=744 (0.5952), cf=0.993, gamma=1.005, delta=0.003, M=-3.397e+000
7 -> ~33 fr=452 (0.3616), cf=0.983, gamma=1.013, delta=0.004, M=-3.356e+000
12 19 29 -> 31 fr=222 (0.1776), cf=0.884, gamma=1.045, delta=0.008, M=-3.340e+000
12 -> 31 fr=490 (0.3920), cf=0.867, gamma=1.025, delta=0.009, M=-3.290e+000
6 -> ~35 fr=419 (0.3352), cf=1.000, gamma=1.006, delta=0.002, M=-3.278e+000
12 -> ~33 fr=554 (0.4432), cf=0.981, gamma=1.010, delta=0.005, M=-3.262e+000
20 -> ~37 fr=1184 (0.9472), cf=1.000, gamma=1.001, delta=0.001, M=-2.941e+000
7 -> ~32 fr=422 (0.3376), cf=0.917, gamma=1.021, delta=0.007, M=-2.927e+000
30 -> ~34 fr=219 (0.1752), cf=1.000, gamma=1.012, delta=0.002, M=-2.907e+000
2 20 -> ~32 fr=237 (0.1896), cf=0.926, gamma=1.030, delta=0.006, M=-2.779e+000
20 -> ~32 fr=1068 (0.8544), cf=0.902, gamma=1.004, delta=0.003, M=-2.768e+000
11 -> ~35 fr=352 (0.2816), cf=1.000, gamma=1.006, delta=0.002, M=-2.655e+000
2 -> ~33 fr=265 (0.2120), cf=0.985, gamma=1.015, delta=0.003, M=-2.618e+000
7 19 -> ~34 fr=185 (0.1480), cf=1.000, gamma=1.012, delta=0.002, M=-2.417e+000
2 -> ~32 fr=248 (0.1984), cf=0.922, gamma=1.026, delta=0.005, M=-2.413e+000
18 -> ~36 fr=551 (0.4408), cf=1.000, gamma=1.003, delta=0.001, M=-2.329e+000
30 -> 31 fr=192 (0.1536), cf=0.877, gamma=1.036, delta=0.005, M=-2.295e+000
1 -> ~36 fr=535 (0.4280), cf=1.000, gamma=1.003, delta=0.001, M=-2.238e+000
15 -> ~36 fr=1054 (0.8432), cf=0.998, gamma=1.001, delta=0.001, M=-2.154e+000
20 29 -> ~33 fr=966 (0.7728), cf=0.974, gamma=1.003, delta=0.003, M=-2.112e+000
12 19 -> ~35 fr=289 (0.2312), cf=1.000, gamma=1.006, delta=0.001, M=-2.110e+000
20 -> ~33 fr=1151 (0.9208), cf=0.972, gamma=1.002, delta=0.002, M=-2.067e+000
2 -> ~35 fr=269 (0.2152), cf=1.000, gamma=1.006, delta=0.001, M=-1.945e+000
15 -> ~37 fr=1056 (0.8448), cf=1.000, gamma=1.001, delta=0.001, M=-1.863e+000
19 -> ~35 fr=610 (0.4880), cf=0.997, gamma=1.003, delta=0.002, M=-1.846e+000
25 -> ~34 fr=139 (0.1112), cf=1.000, gamma=1.012, delta=0.001, M=-1.779e+000
18 -> ~33 fr=538 (0.4304), cf=0.976, gamma=1.006, delta=0.003, M=-1.756e+000
23 -> ~36 fr=748 (0.5984), cf=0.999, gamma=1.002, delta=0.001, M=-1.716e+000
2 19 -> ~34 fr=129 (0.1032), cf=1.000, gamma=1.012, delta=0.001, M=-1.644e+000
20 -> ~36 fr=1181 (0.9448), cf=0.997, gamma=1.001, delta=0.001, M=-1.633e+000
25 -> ~33 fr=137 (0.1096), cf=0.986, gamma=1.016, delta=0.002, M=-1.607e+000
27 -> ~35 fr=1208 (0.9664), cf=0.994, gamma=1.001, delta=0.001, M=-1.591e+000
19 27 -> ~34 fr=585 (0.4680), cf=0.992, gamma=1.004, delta=0.002, M=-1.577e+000
30 -> ~35 fr=219 (0.1752), cf=1.000, gamma=1.006, delta=0.001, M=-1.546e+000
12 -> ~35 fr=563 (0.4504), cf=0.996, gamma=1.003, delta=0.001, M=-1.533e+000
12 19 29 -> ~32 fr=229 (0.1832), cf=0.912, gamma=1.016, delta=0.003, M=-1.408e+000
12 -> ~34 fr=560 (0.4480), cf=0.991, gamma=1.003, delta=0.001, M=-1.369e+000
11 -> ~36 fr=352 (0.2816), cf=1.000, gamma=1.003, delta=0.001, M=-1.325e+000
12 29 -> ~32 fr=440 (0.3520), cf=0.905, gamma=1.008, delta=0.003, M=-1.232e+000
7 -> ~34 fr=456 (0.3648), cf=0.991, gamma=1.003, delta=0.001, M=-1.210e+000
19 -> ~34 fr=606 (0.4848), cf=0.990, gamma=1.002, delta=0.001, M=-1.103e+000
30 -> ~32 fr=199 (0.1592), cf=0.909, gamma=1.011, delta=0.002, M=-1.080e+000
3 -> ~36 fr=294 (0.2352), cf=1.000, gamma=1.003, delta=0.001, M=-1.074e+000
2 -> ~34 fr=267 (0.2136), cf=0.993, gamma=1.005, delta=0.001, M=-1.073e+000
27 -> ~34 fr=1201 (0.9608), cf=0.988, gamma=1.000, delta=0.000, M=-1.054e+000
20 -> ~35 fr=1177 (0.9416), cf=0.994, gamma=1.000, delta=0.000, M=-1.042e+000
12 -> ~32 fr=510 (0.4080), cf=0.903, gamma=1.005, delta=0.002, M=-1.019e+000
25 -> ~35 fr=139 (0.1112), cf=1.000, gamma=1.006, delta=0.001, M=-9.459e-001
23 -> ~37 fr=749 (0.5992), cf=1.000, gamma=1.001, delta=0.000, M=-9.143e-001
3 -> ~35 fr=293 (0.2344), cf=0.997, gamma=1.003, delta=0.001, M=-9.055e-001
30 -> ~36 fr=219 (0.1752), cf=1.000, gamma=1.003, delta=0.001, M=-7.715e-001
29 -> ~33 fr=1001 (0.8008), cf=0.971, gamma=1.001, delta=0.000, M=-7.366e-001
12 -> ~37 fr=565 (0.4520), cf=1.000, gamma=1.001, delta=0.000, M=-6.015e-001
18 -> ~37 fr=551 (0.4408), cf=1.000, gamma=1.001, delta=0.000, M=-5.812e-001
1 -> ~37 fr=535 (0.4280), cf=1.000, gamma=1.001, delta=0.000, M=-5.586e-001
6 -> ~36 fr=418 (0.3344), cf=0.998, gamma=1.001, delta=0.000, M=-5.289e-001
26 30 -> ~33 fr=197 (0.1576), cf=0.970, gamma=1.000, delta=0.000, M=-5.015e-001
25 -> ~36 fr=139 (0.1112), cf=1.000, gamma=1.003, delta=0.000, M=-4.721e-001
7 -> ~37 fr=460 (0.3680), cf=1.000, gamma=1.001, delta=0.000, M=-4.589e-001
8 13 -> ~36 fr=127 (0.1016), cf=1.000, gamma=1.003, delta=0.000, M=-4.291e-001
8 19 -> ~36 fr=127 (0.1016), cf=1.000, gamma=1.003, delta=0.000, M=-4.291e-001
6 -> ~37 fr=419 (0.3352), cf=1.000, gamma=1.001, delta=0.000, M=-4.083e-001
11 -> ~37 fr=352 (0.2816), cf=1.000, gamma=1.001, delta=0.000, M=-3.307e-001
3 -> ~37 fr=294 (0.2352), cf=1.000, gamma=1.001, delta=0.000, M=-2.681e-001
13 -> ~37 fr=282 (0.2256), cf=1.000, gamma=1.001, delta=0.000, M=-2.557e-001
2 -> ~37 fr=269 (0.2152), cf=1.000, gamma=1.001, delta=0.000, M=-2.423e-001
8 -> ~37 fr=250 (0.2000), cf=1.000, gamma=1.001, delta=0.000, M=-2.231e-001
30 -> ~37 fr=219 (0.1752), cf=1.000, gamma=1.001, delta=0.000, M=-1.926e-001
25 -> ~37 fr=139 (0.1112), cf=1.000, gamma=1.001, delta=0.000, M=-1.179e-001
