1 -> 31 fr=519 (0.4152), cf=0.939, gamma=1.116, delta=0.043, M=-4.099e+001
6 29 -> ~32 fr=341 (0.2728), cf=0.927, gamma=1.031, delta=0.008, M=-3.960e+000
30 -> ~34 fr=219 (0.1752), cf=1.000, gamma=1.016, delta=0.003, M=-3.885e+000
12 20 -> 31 fr=465 (0.3720), cf=0.866, gamma=1.030, delta=0.011, M=-3.876e+000
15 -> ~35 fr=1059 (0.8472), cf=0.996, gamma=1.003, delta=0.002, M=-3.874e+000
7 -> ~35 fr=473 (0.3784), cf=1.000, gamma=1.006, delta=0.002, M=-3.817e+000
6 -> ~32 fr=375 (0.3000), cf=0.924, gamma=1.028, delta=0.008, M=-3.736e+000
12 19 29 -> 31 fr=225 (0.1800), cf=0.882, gamma=1.049, delta=0.008, M=-3.732e+000
12 -> 31 fr=483 (0.3864), cf=0.864, gamma=1.028, delta=0.010, M=-3.664e+000
2 12 20 -> ~32 fr=190 (0.1520), cf=0.936, gamma=1.042, delta=0.006, M=-3.487e+000
2 12 -> ~32 fr=200 (0.1600), cf=0.935, gamma=1.040, delta=0.006, M=-3.459e+000
12 19 -> ~34 fr=293 (0.2344), cf=0.997, gamma=1.013, delta=0.003, M=-3.426e+000
2 12 -> ~33 fr=212 (0.1696), cf=0.991, gamma=1.020, delta=0.003, M=-3.247e+000
12 20 29 -> ~33 fr=454 (0.3632), cf=0.983, gamma=1.012, delta=0.004, M=-3.154e+000
6 -> ~35 fr=406 (0.3248), cf=1.000, gamma=1.006, delta=0.002, M=-3.153e+000
12 20 -> ~33 fr=527 (0.4216), cf=0.981, gamma=1.010, delta=0.004, M=-3.151e+000
7 20 24 -> ~32 fr=149 (0.1192), cf=0.937, gamma=1.043, delta=0.005, M=-2.989e+000
12 -> ~33 fr=548 (0.4384), cf=0.980, gamma=1.009, delta=0.004, M=-2.860e+000
15 -> ~37 fr=1062 (0.8496), cf=0.999, gamma=1.001, delta=0.001, M=-2.810e+000
7 20 -> ~32 fr=418 (0.3344), cf=0.917, gamma=1.020, delta=0.007, M=-2.771e+000
11 -> ~35 fr=363 (0.2904), cf=1.000, gamma=1.006, delta=0.002, M=-2.754e+000
12 -> ~35 fr=558 (0.4464), cf=0.998, gamma=1.005, delta=0.002, M=-2.740e+000
2 20 -> ~32 fr=224 (0.1792), cf=0.926, gamma=1.030, delta=0.005, M=-2.642e+000
7 -> ~33 fr=464 (0.3712), cf=0.981, gamma=1.010, delta=0.004, M=-2.623e+000
27 -> ~37 fr=1216 (0.9728), cf=0.998, gamma=1.001, delta=0.001, M=-2.591e+000
20 -> ~32 fr=1072 (0.8576), cf=0.902, gamma=1.004, delta=0.003, M=-2.506e+000
25 -> ~34 fr=137 (0.1096), cf=1.000, gamma=1.016, delta=0.002, M=-2.341e+000
1 -> ~36 fr=553 (0.4424), cf=1.000, gamma=1.003, delta=0.001, M=-2.340e+000
7 24 -> ~32 fr=157 (0.1256), cf=0.929, gamma=1.034, delta=0.004, M=-2.334e+000
2 -> ~32 fr=236 (0.1888), cf=0.922, gamma=1.026, delta=0.005, M=-2.320e+000
18 -> ~36 fr=548 (0.4384), cf=1.000, gamma=1.003, delta=0.001, M=-2.312e+000
7 -> ~32 fr=432 (0.3456), cf=0.913, gamma=1.017, delta=0.006, M=-2.282e+000
15 -> ~36 fr=1061 (0.8488), cf=0.998, gamma=1.001, delta=0.001, M=-2.219e+000
12 -> ~34 fr=553 (0.4424), cf=0.989, gamma=1.005, delta=0.002, M=-2.015e+000
30 -> 31 fr=190 (0.1520), cf=0.868, gamma=1.032, delta=0.005, M=-1.989e+000
15 -> ~39 fr=1063 (0.8504), cf=1.000, gamma=1.001, delta=0.001, M=-1.900e+000
12 19 29 -> ~32 fr=234 (0.1872), cf=0.918, gamma=1.021, delta=0.004, M=-1.880e+000
19 -> ~35 fr=612 (0.4896), cf=0.997, gamma=1.003, delta=0.002, M=-1.861e+000
2 -> ~35 fr=256 (0.2048), cf=1.000, gamma=1.006, delta=0.001, M=-1.839e+000
7 -> ~34 fr=468 (0.3744), cf=0.989, gamma=1.006, delta=0.002, M=-1.780e+000
1 -> ~37 fr=553 (0.4424), cf=1.000, gamma=1.002, delta=0.001, M=-1.754e+000
23 -> ~36 fr=754 (0.6032), cf=0.999, gamma=1.002, delta=0.001, M=-1.747e+000
18 -> ~37 fr=548 (0.4384), cf=1.000, gamma=1.002, delta=0.001, M=-1.733e+000
20 -> ~36 fr=1186 (0.9488), cf=0.997, gamma=1.001, delta=0.001, M=-1.706e+000
27 -> ~35 fr=1211 (0.9688), cf=0.994, gamma=1.001, delta=0.001, M=-1.672e+000
30 -> ~35 fr=219 (0.1752), cf=1.000, gamma=1.006, delta=0.001, M=-1.546e+000
18 -> ~33 fr=535 (0.4280), cf=0.976, gamma=1.005, delta=0.002, M=-1.517e+000
2 -> ~33 fr=251 (0.2008), cf=0.980, gamma=1.010, delta=0.002, M=-1.510e+000
25 -> ~33 fr=135 (0.1080), cf=0.985, gamma=1.015, delta=0.002, M=-1.491e+000
11 -> ~36 fr=363 (0.2904), cf=1.000, gamma=1.003, delta=0.001, M=-1.374e+000
12 29 -> ~32 fr=433 (0.3464), cf=0.906, gamma=1.008, delta=0.003, M=-1.277e+000
20 29 -> ~33 fr=969 (0.7752), cf=0.973, gamma=1.002, delta=0.001, M=-1.207e+000
6 -> ~37 fr=406 (0.3248), cf=1.000, gamma=1.002, delta=0.001, M=-1.179e+000
20 -> ~35 fr=1182 (0.9456), cf=0.994, gamma=1.001, delta=0.000, M=-1.107e+000
3 -> ~36 fr=292 (0.2336), cf=1.000, gamma=1.003, delta=0.001, M=-1.066e+000
23 -> ~37 fr=754 (0.6032), cf=0.999, gamma=1.001, delta=0.001, M=-1.061e+000
11 -> ~37 fr=363 (0.2904), cf=1.000, gamma=1.002, delta=0.001, M=-1.030e+000
2 19 -> ~34 fr=126 (0.1008), cf=0.992, gamma=1.008, delta=0.001, M=-9.660e-001
12 19 -> ~32 fr=266 (0.2128), cf=0.905, gamma=1.007, delta=0.001, M=-9.502e-001
2 -> ~34 fr=253 (0.2024), cf=0.988, gamma=1.004, delta=0.001, M=-9.436e-001
25 -> ~35 fr=137 (0.1096), cf=1.000, gamma=1.006, delta=0.001, M=-9.314e-001
12 -> ~32 fr=504 (0.4032), cf=0.902, gamma=1.004, delta=0.001, M=-9.045e-001
27 -> ~34 fr=1199 (0.9592), cf=0.984, gamma=1.000, delta=0.000, M=-8.987e-001
29 -> ~33 fr=1002 (0.8016), cf=0.972, gamma=1.001, delta=0.001, M=-8.036e-001
3 -> ~37 fr=292 (0.2336), cf=1.000, gamma=1.002, delta=0.001, M=-7.989e-001
30 -> ~36 fr=219 (0.1752), cf=1.000, gamma=1.003, delta=0.001, M=-7.715e-001
2 -> ~37 fr=256 (0.2048), cf=1.000, gamma=1.002, delta=0.000, M=-6.881e-001
19 -> ~39 fr=614 (0.4912), cf=1.000, gamma=1.001, delta=0.000, M=-6.757e-001
30 -> ~32 fr=197 (0.1576), cf=0.900, gamma=1.001, delta=0.000, M=-6.293e-001
20 -> ~33 fr=1155 (0.9240), cf=0.971, gamma=1.000, delta=0.000, M=-6.289e-001
12 -> ~39 fr=559 (0.4472), cf=1.000, gamma=1.001, delta=0.000, M=-5.928e-001
1 -> ~39 fr=553 (0.4424), cf=1.000, gamma=1.001, delta=0.000, M=-5.841e-001
30 -> ~37 fr=219 (0.1752), cf=1.000, gamma=1.002, delta=0.000, M=-5.784e-001
12 -> ~37 fr=558 (0.4464), cf=0.998, gamma=1.001, delta=0.000, M=-5.465e-001
24 -> ~39 fr=495 (0.3960), cf=1.000, gamma=1.001, delta=0.000, M=-5.042e-001
6 -> ~36 fr=405 (0.3240), cf=0.998, gamma=1.001, delta=0.000, M=-4.979e-001
7 -> ~39 fr=473 (0.3784), cf=1.000, gamma=1.001, delta=0.000, M=-4.755e-001
25 -> ~36 fr=137 (0.1096), cf=1.000, gamma=1.003, delta=0.000, M=-4.649e-001
7 24 -> ~37 fr=169 (0.1352), cf=1.000, gamma=1.002, delta=0.000, M=-4.361e-001
8 13 -> ~36 fr=126 (0.1008), cf=1.000, gamma=1.003, delta=0.000, M=-4.255e-001
6 -> ~39 fr=406 (0.3248), cf=1.000, gamma=1.001, delta=0.000, M=-3.927e-001
7 -> ~37 fr=472 (0.3776), cf=0.998, gamma=1.000, delta=0.000, M=-3.872e-001
25 -> ~37 fr=137 (0.1096), cf=1.000, gamma=1.002, delta=0.000, M=-3.485e-001
11 -> ~39 fr=363 (0.2904), cf=1.000, gamma=1.001, delta=0.000, M=-3.431e-001
3 -> ~39 fr=292 (0.2336), cf=1.000, gamma=1.001, delta=0.000, M=-2.661e-001
2 -> ~39 fr=256 (0.2048), cf=1.000, gamma=1.001, delta=0.000, M=-2.292e-001
30 -> ~39 fr=219 (0.1752), cf=1.000, gamma=1.001, delta=0.000, M=-1.926e-001
25 -> ~39 fr=137 (0.1096), cf=1.000, gamma=1.001, delta=0.000, M=-1.161e-001
