45 -> ~103 fr=10883 (0.6046), cf=0.997, gamma=1.037, delta=0.022, M=-5.264e+002
69 -> ~105 fr=2289 (0.1272), cf=1.000, gamma=1.041, delta=0.005, M=-9.387e+001
62 -> ~102 fr=2244 (0.1247), cf=1.000, gamma=1.040, delta=0.005, M=-9.339e+001
30 34 80 -> ~101 fr=5563 (0.3091), cf=0.986, gamma=1.028, delta=0.008, M=-9.309e+001
63 -> ~102 fr=2310 (0.1283), cf=1.000, gamma=1.039, delta=0.005, M=-9.171e+001
63 -> ~88 fr=2311 (0.1284), cf=1.000, gamma=1.038, delta=0.005, M=-9.152e+001
35 80 -> ~106 fr=3151 (0.1751), cf=0.996, gamma=1.034, delta=0.006, M=-9.050e+001
65 -> ~105 fr=9476 (0.5264), cf=0.978, gamma=1.018, delta=0.009, M=-9.017e+001
72 -> ~106 fr=2240 (0.1244), cf=1.000, gamma=1.038, delta=0.005, M=-8.961e+001
74 -> ~106 fr=2236 (0.1242), cf=1.000, gamma=1.038, delta=0.005, M=-8.944e+001
62 -> ~88 fr=2244 (0.1247), cf=1.000, gamma=1.038, delta=0.005, M=-8.868e+001
20 24 45 -> ~88 fr=3571 (0.1984), cf=0.994, gamma=1.032, delta=0.006, M=-8.813e+001
54 -> ~105 fr=2214 (0.1230), cf=0.999, gamma=1.040, delta=0.005, M=-8.654e+001
50 60 -> ~100 fr=5010 (0.2783), cf=0.987, gamma=1.028, delta=0.008, M=-8.608e+001
34 80 -> ~101 fr=7422 (0.4123), cf=0.980, gamma=1.022, delta=0.009, M=-8.496e+001
14 20 -> ~103 fr=2573 (0.1429), cf=0.997, gamma=1.037, delta=0.005, M=-8.487e+001
33 -> ~100 fr=2265 (0.1258), cf=0.998, gamma=1.040, delta=0.005, M=-8.341e+001
69 -> ~102 fr=2287 (0.1271), cf=0.999, gamma=1.038, delta=0.005, M=-8.326e+001
54 -> ~101 fr=2212 (0.1229), cf=0.998, gamma=1.041, delta=0.005, M=-8.301e+001
20 24 50 -> ~103 fr=2985 (0.1658), cf=0.995, gamma=1.035, delta=0.006, M=-8.289e+001
54 -> ~102 fr=2213 (0.1229), cf=0.999, gamma=1.038, delta=0.005, M=-8.007e+001
73 -> ~104 fr=1842 (0.1023), cf=1.000, gamma=1.040, delta=0.004, M=-7.682e+001
40 50 -> ~103 fr=4230 (0.2350), cf=0.989, gamma=1.029, delta=0.007, M=-7.634e+001
30 34 -> ~101 fr=6183 (0.3435), cf=0.982, gamma=1.024, delta=0.008, M=-7.617e+001
30 45 -> ~105 fr=6725 (0.3736), cf=0.982, gamma=1.022, delta=0.008, M=-7.458e+001
74 -> ~104 fr=2230 (0.1239), cf=0.997, gamma=1.037, delta=0.004, M=-7.313e+001
