45 -> ~103 fr=10873 (0.6041), cf=0.997, gamma=1.036, delta=0.021, M=-5.078e+002
40 45 -> ~104 fr=6308 (0.3504), cf=0.994, gamma=1.035, delta=0.012, M=-1.910e+002
40 -> ~104 fr=10947 (0.6082), cf=0.983, gamma=1.023, delta=0.014, M=-1.837e+002
30 75 -> ~100 fr=7954 (0.4419), cf=0.989, gamma=1.030, delta=0.013, M=-1.828e+002
30 65 -> ~100 fr=6904 (0.3836), cf=0.991, gamma=1.032, delta=0.012, M=-1.779e+002
80 -> ~100 fr=14489 (0.8049), cf=0.974, gamma=1.015, delta=0.012, M=-1.752e+002
65 -> ~100 fr=9546 (0.5303), cf=0.985, gamma=1.025, delta=0.013, M=-1.721e+002
64 -> ~103 fr=3786 (0.2103), cf=1.000, gamma=1.040, delta=0.008, M=-1.661e+002
50 80 -> ~101 fr=7023 (0.3902), cf=0.989, gamma=1.031, delta=0.012, M=-1.638e+002
75 -> ~100 fr=11432 (0.6351), cf=0.980, gamma=1.021, delta=0.013, M=-1.630e+002
45 60 75 -> ~105 fr=4781 (0.2656), cf=0.996, gamma=1.037, delta=0.009, M=-1.584e+002
64 -> ~101 fr=3780 (0.2100), cf=0.998, gamma=1.041, delta=0.008, M=-1.535e+002
30 50 -> ~105 fr=5336 (0.2964), cf=0.993, gamma=1.034, delta=0.010, M=-1.407e+002
39 -> ~101 fr=3083 (0.1713), cf=0.999, gamma=1.042, delta=0.007, M=-1.329e+002
60 75 -> ~105 fr=7027 (0.3904), cf=0.987, gamma=1.028, delta=0.011, M=-1.328e+002
30 45 75 -> ~105 fr=5289 (0.2938), cf=0.992, gamma=1.032, delta=0.009, M=-1.272e+002
35 80 -> ~104 fr=3122 (0.1734), cf=0.999, gamma=1.040, delta=0.007, M=-1.246e+002
35 -> ~104 fr=4521 (0.2512), cf=0.993, gamma=1.034, delta=0.008, M=-1.165e+002
30 50 -> ~102 fr=5329 (0.2961), cf=0.991, gamma=1.030, delta=0.009, M=-1.161e+002
60 65 -> ~105 fr=6462 (0.3590), cf=0.987, gamma=1.027, delta=0.010, M=-1.135e+002
30 50 60 -> ~100 fr=3030 (0.1683), cf=0.998, gamma=1.039, delta=0.006, M=-1.115e+002
34 50 80 -> ~103 fr=3136 (0.1742), cf=0.998, gamma=1.038, delta=0.006, M=-1.112e+002
30 50 -> ~100 fr=5319 (0.2955), cf=0.990, gamma=1.031, delta=0.009, M=-1.111e+002
64 75 -> ~88 fr=2845 (0.1581), cf=1.000, gamma=1.038, delta=0.006, M=-1.111e+002
38 -> ~101 fr=2436 (0.1353), cf=1.000, gamma=1.043, delta=0.006, M=-1.101e+002
34 -> ~102 fr=8639 (0.4799), cf=0.983, gamma=1.021, delta=0.010, M=-1.087e+002
64 -> ~88 fr=3770 (0.2094), cf=0.996, gamma=1.034, delta=0.007, M=-1.065e+002
63 -> ~101 fr=2308 (0.1282), cf=1.000, gamma=1.043, delta=0.005, M=-1.038e+002
40 50 80 -> ~103 fr=3332 (0.1851), cf=0.996, gamma=1.036, delta=0.006, M=-1.033e+002
45 75 -> ~105 fr=7861 (0.4367), cf=0.983, gamma=1.023, delta=0.010, M=-1.026e+002
30 34 80 -> ~101 fr=5641 (0.3134), cf=0.987, gamma=1.029, delta=0.009, M=-1.021e+002
34 50 -> ~103 fr=3772 (0.2096), cf=0.994, gamma=1.034, delta=0.007, M=-9.944e+001
63 -> ~104 fr=2308 (0.1282), cf=1.000, gamma=1.041, delta=0.005, M=-9.926e+001
62 -> ~101 fr=2210 (0.1228), cf=1.000, gamma=1.043, delta=0.005, M=-9.913e+001
69 -> ~105 fr=2261 (0.1256), cf=1.000, gamma=1.041, delta=0.005, M=-9.737e+001
63 -> ~103 fr=2308 (0.1282), cf=1.000, gamma=1.040, delta=0.005, M=-9.639e+001
72 -> ~104 fr=2242 (0.1246), cf=1.000, gamma=1.041, delta=0.005, M=-9.622e+001
62 -> ~104 fr=2210 (0.1228), cf=1.000, gamma=1.041, delta=0.005, M=-9.475e+001
50 80 -> ~103 fr=6990 (0.3883), cf=0.984, gamma=1.023, delta=0.009, M=-9.465e+001
35 80 -> ~106 fr=3115 (0.1731), cf=0.997, gamma=1.035, delta=0.006, M=-9.308e+001
75 -> ~105 fr=11377 (0.6321), cf=0.975, gamma=1.015, delta=0.010, M=-9.300e+001
63 -> ~88 fr=2308 (0.1282), cf=1.000, gamma=1.038, delta=0.005, M=-9.239e+001
62 -> ~103 fr=2210 (0.1228), cf=1.000, gamma=1.040, delta=0.005, M=-9.201e+001
62 -> ~102 fr=2210 (0.1228), cf=1.000, gamma=1.039, delta=0.005, M=-8.997e+001
63 -> ~102 fr=2307 (0.1282), cf=1.000, gamma=1.038, delta=0.005, M=-8.960e+001
74 -> ~106 fr=2248 (0.1249), cf=1.000, gamma=1.038, delta=0.005, M=-8.926e+001
72 -> ~106 fr=2242 (0.1246), cf=1.000, gamma=1.038, delta=0.005, M=-8.901e+001
34 80 -> ~101 fr=7463 (0.4146), cf=0.981, gamma=1.023, delta=0.009, M=-8.859e+001
62 -> ~88 fr=2210 (0.1228), cf=1.000, gamma=1.038, delta=0.005, M=-8.819e+001
65 -> ~105 fr=9482 (0.5268), cf=0.978, gamma=1.018, delta=0.009, M=-8.783e+001
14 20 -> ~103 fr=2580 (0.1433), cf=0.998, gamma=1.037, delta=0.005, M=-8.676e+001
54 -> ~105 fr=2207 (0.1226), cf=0.999, gamma=1.040, delta=0.005, M=-8.636e+001
20 24 45 -> ~88 fr=3565 (0.1981), cf=0.994, gamma=1.032, delta=0.006, M=-8.528e+001
30 34 -> ~101 fr=6252 (0.3473), cf=0.983, gamma=1.025, delta=0.008, M=-8.494e+001
20 24 50 -> ~103 fr=3013 (0.1674), cf=0.995, gamma=1.035, delta=0.006, M=-8.492e+001
50 60 -> ~100 fr=5029 (0.2794), cf=0.987, gamma=1.028, delta=0.008, M=-8.446e+001
54 -> ~101 fr=2205 (0.1225), cf=0.998, gamma=1.041, delta=0.005, M=-8.348e+001
33 -> ~100 fr=2245 (0.1247), cf=0.998, gamma=1.040, delta=0.005, M=-8.198e+001
40 50 -> ~103 fr=4223 (0.2346), cf=0.990, gamma=1.029, delta=0.007, M=-8.035e+001
73 -> ~104 fr=1845 (0.1025), cf=1.000, gamma=1.041, delta=0.004, M=-7.820e+001
54 -> ~102 fr=2206 (0.1226), cf=0.999, gamma=1.037, delta=0.004, M=-7.792e+001
69 -> ~102 fr=2257 (0.1254), cf=0.998, gamma=1.037, delta=0.004, M=-7.688e+001
74 -> ~104 fr=2242 (0.1246), cf=0.997, gamma=1.038, delta=0.005, M=-7.507e+001
