45 -> ~103 fr=10878 (0.6043), cf=0.997, gamma=1.036, delta=0.021, M=-5.128e+002
50 80 -> ~101 fr=7040 (0.3911), cf=0.989, gamma=1.031, delta=0.012, M=-1.624e+002
45 60 75 -> ~105 fr=4768 (0.2649), cf=0.996, gamma=1.037, delta=0.009, M=-1.572e+002
64 -> ~101 fr=3793 (0.2107), cf=0.999, gamma=1.040, delta=0.008, M=-1.533e+002
75 -> ~100 fr=11450 (0.6361), cf=0.980, gamma=1.020, delta=0.012, M=-1.500e+002
30 50 -> ~105 fr=5350 (0.2972), cf=0.993, gamma=1.034, delta=0.010, M=-1.428e+002
60 75 -> ~105 fr=7000 (0.3889), cf=0.988, gamma=1.028, delta=0.011, M=-1.369e+002
30 45 75 -> ~105 fr=5319 (0.2955), cf=0.992, gamma=1.033, delta=0.009, M=-1.335e+002
39 -> ~101 fr=3114 (0.1730), cf=0.999, gamma=1.041, delta=0.007, M=-1.309e+002
34 -> ~102 fr=8622 (0.4790), cf=0.984, gamma=1.024, delta=0.011, M=-1.286e+002
35 80 -> ~104 fr=3178 (0.1766), cf=0.999, gamma=1.040, delta=0.007, M=-1.283e+002
35 -> ~104 fr=4566 (0.2537), cf=0.994, gamma=1.035, delta=0.009, M=-1.259e+002
60 65 -> ~105 fr=6416 (0.3564), cf=0.987, gamma=1.028, delta=0.010, M=-1.166e+002
64 75 -> ~88 fr=2849 (0.1583), cf=1.000, gamma=1.038, delta=0.006, M=-1.119e+002
45 75 -> ~105 fr=7886 (0.4381), cf=0.983, gamma=1.024, delta=0.010, M=-1.114e+002
34 50 80 -> ~103 fr=3132 (0.1740), cf=0.998, gamma=1.037, delta=0.006, M=-1.099e+002
38 -> ~101 fr=2430 (0.1350), cf=1.000, gamma=1.042, delta=0.005, M=-1.070e+002
64 -> ~88 fr=3781 (0.2101), cf=0.996, gamma=1.034, delta=0.007, M=-1.055e+002
40 50 80 -> ~103 fr=3346 (0.1859), cf=0.997, gamma=1.036, delta=0.006, M=-1.053e+002
30 50 -> ~100 fr=5329 (0.2961), cf=0.989, gamma=1.029, delta=0.008, M=-1.043e+002
30 50 -> ~102 fr=5330 (0.2961), cf=0.989, gamma=1.029, delta=0.008, M=-1.039e+002
75 -> ~105 fr=11410 (0.6339), cf=0.976, gamma=1.016, delta=0.010, M=-1.026e+002
63 -> ~101 fr=2305 (0.1281), cf=1.000, gamma=1.042, delta=0.005, M=-1.011e+002
34 50 -> ~103 fr=3769 (0.2094), cf=0.994, gamma=1.034, delta=0.007, M=-1.001e+002
63 -> ~104 fr=2305 (0.1281), cf=1.000, gamma=1.041, delta=0.005, M=-9.983e+001
30 34 80 -> ~101 fr=5592 (0.3107), cf=0.987, gamma=1.028, delta=0.009, M=-9.912e+001
63 -> ~102 fr=2305 (0.1281), cf=1.000, gamma=1.040, delta=0.005, M=-9.783e+001
62 -> ~101 fr=2225 (0.1236), cf=1.000, gamma=1.042, delta=0.005, M=-9.736e+001
50 80 -> ~103 fr=7007 (0.3893), cf=0.985, gamma=1.024, delta=0.009, M=-9.695e+001
62 -> ~104 fr=2225 (0.1236), cf=1.000, gamma=1.041, delta=0.005, M=-9.612e+001
72 -> ~104 fr=2221 (0.1234), cf=1.000, gamma=1.041, delta=0.005, M=-9.594e+001
65 -> ~105 fr=9467 (0.5259), cf=0.979, gamma=1.019, delta=0.010, M=-9.555e+001
63 -> ~103 fr=2305 (0.1281), cf=1.000, gamma=1.039, delta=0.005, M=-9.540e+001
62 -> ~102 fr=2225 (0.1236), cf=1.000, gamma=1.040, delta=0.005, M=-9.420e+001
63 -> ~88 fr=2305 (0.1281), cf=1.000, gamma=1.038, delta=0.005, M=-9.283e+001
69 -> ~105 fr=2262 (0.1257), cf=1.000, gamma=1.040, delta=0.005, M=-9.250e+001
62 -> ~103 fr=2225 (0.1236), cf=1.000, gamma=1.039, delta=0.005, M=-9.186e+001
50 60 -> ~100 fr=5043 (0.2802), cf=0.988, gamma=1.029, delta=0.008, M=-9.114e+001
35 80 -> ~106 fr=3170 (0.1761), cf=0.997, gamma=1.034, delta=0.006, M=-9.059e+001
62 -> ~88 fr=2225 (0.1236), cf=1.000, gamma=1.038, delta=0.005, M=-8.938e+001
20 24 45 -> ~88 fr=3578 (0.1988), cf=0.994, gamma=1.032, delta=0.006, M=-8.857e+001
74 -> ~106 fr=2252 (0.1251), cf=1.000, gamma=1.037, delta=0.004, M=-8.776e+001
54 -> ~105 fr=2216 (0.1231), cf=0.999, gamma=1.040, delta=0.005, M=-8.650e+001
72 -> ~106 fr=2221 (0.1234), cf=1.000, gamma=1.037, delta=0.004, M=-8.647e+001
34 80 -> ~101 fr=7440 (0.4133), cf=0.981, gamma=1.022, delta=0.009, M=-8.583e+001
20 24 50 -> ~103 fr=3000 (0.1667), cf=0.996, gamma=1.035, delta=0.006, M=-8.563e+001
54 -> ~102 fr=2216 (0.1231), cf=0.999, gamma=1.039, delta=0.005, M=-8.529e+001
14 20 -> ~103 fr=2558 (0.1421), cf=0.998, gamma=1.037, delta=0.005, M=-8.491e+001
54 -> ~101 fr=2215 (0.1231), cf=0.999, gamma=1.040, delta=0.005, M=-8.481e+001
33 -> ~100 fr=2258 (0.1254), cf=0.999, gamma=1.039, delta=0.005, M=-8.458e+001
30 34 -> ~101 fr=6222 (0.3457), cf=0.983, gamma=1.024, delta=0.008, M=-8.203e+001
40 50 -> ~103 fr=4236 (0.2353), cf=0.990, gamma=1.029, delta=0.007, M=-8.109e+001
69 -> ~102 fr=2259 (0.1255), cf=0.998, gamma=1.039, delta=0.005, M=-8.045e+001
73 -> ~104 fr=1838 (0.1021), cf=1.000, gamma=1.041, delta=0.004, M=-7.845e+001
74 -> ~104 fr=2246 (0.1248), cf=0.997, gamma=1.038, delta=0.005, M=-7.590e+001
30 45 -> ~105 fr=6761 (0.3756), cf=0.982, gamma=1.022, delta=0.008, M=-7.450e+001
80 -> ~101 fr=14395 (0.7997), cf=0.969, gamma=1.009, delta=0.007, M=-7.336e+001
73 -> ~88 fr=1838 (0.1021), cf=1.000, gamma=1.038, delta=0.004, M=-7.295e+001
