45 -> ~103 fr=10871 (0.6039), cf=0.997, gamma=1.036, delta=0.021, M=-5.068e+002
72 -> ~106 fr=2214 (0.1230), cf=1.000, gamma=1.037, delta=0.004, M=-8.700e+001
34 80 -> ~101 fr=7466 (0.4148), cf=0.981, gamma=1.022, delta=0.009, M=-8.643e+001
54 -> ~101 fr=2218 (0.1232), cf=0.999, gamma=1.041, delta=0.005, M=-8.521e+001
20 24 50 -> ~103 fr=2994 (0.1663), cf=0.996, gamma=1.035, delta=0.006, M=-8.504e+001
30 34 -> ~101 fr=6251 (0.3473), cf=0.983, gamma=1.025, delta=0.008, M=-8.370e+001
50 60 -> ~100 fr=5047 (0.2804), cf=0.987, gamma=1.027, delta=0.007, M=-8.254e+001
14 20 -> ~103 fr=2553 (0.1418), cf=0.997, gamma=1.036, delta=0.005, M=-8.162e+001
33 -> ~100 fr=2271 (0.1262), cf=0.998, gamma=1.039, delta=0.005, M=-8.097e+001
54 -> ~102 fr=2218 (0.1232), cf=0.999, gamma=1.038, delta=0.005, M=-7.962e+001
69 -> ~102 fr=2271 (0.1262), cf=0.998, gamma=1.038, delta=0.005, M=-7.868e+001
73 -> ~104 fr=1824 (0.1013), cf=1.000, gamma=1.042, delta=0.004, M=-7.837e+001
20 24 75 -> ~88 fr=3370 (0.1872), cf=0.993, gamma=1.032, delta=0.006, M=-7.749e+001
40 50 60 -> ~103 fr=2419 (0.1344), cf=0.997, gamma=1.036, delta=0.005, M=-7.605e+001
40 50 -> ~103 fr=4232 (0.2351), cf=0.989, gamma=1.028, delta=0.006, M=-7.596e+001
74 -> ~104 fr=2228 (0.1238), cf=0.997, gamma=1.038, delta=0.005, M=-7.309e+001
73 -> ~88 fr=1824 (0.1013), cf=1.000, gamma=1.039, delta=0.004, M=-7.292e+001
20 44 -> ~100 fr=2152 (0.1196), cf=0.998, gamma=1.038, delta=0.004, M=-7.287e+001
