45 -> ~103 fr=10914 (0.6063), cf=0.997, gamma=1.036, delta=0.021, M=-5.159e+002
63 -> ~101 fr=2299 (0.1277), cf=1.000, gamma=1.042, delta=0.005, M=-1.021e+002
75 -> ~105 fr=11454 (0.6363), cf=0.976, gamma=1.016, delta=0.010, M=-1.011e+002
40 50 80 -> ~103 fr=3351 (0.1862), cf=0.996, gamma=1.035, delta=0.006, M=-9.995e+001
34 50 -> ~103 fr=3785 (0.2103), cf=0.995, gamma=1.033, delta=0.007, M=-9.969e+001
62 -> ~101 fr=2239 (0.1244), cf=1.000, gamma=1.042, delta=0.005, M=-9.927e+001
63 -> ~104 fr=2299 (0.1277), cf=1.000, gamma=1.040, delta=0.005, M=-9.770e+001
50 80 -> ~103 fr=7028 (0.3904), cf=0.985, gamma=1.023, delta=0.009, M=-9.755e+001
69 -> ~105 fr=2278 (0.1266), cf=1.000, gamma=1.041, delta=0.005, M=-9.703e+001
63 -> ~102 fr=2299 (0.1277), cf=1.000, gamma=1.040, delta=0.005, M=-9.685e+001
30 34 80 -> ~101 fr=5636 (0.3131), cf=0.986, gamma=1.028, delta=0.009, M=-9.657e+001
62 -> ~104 fr=2239 (0.1244), cf=1.000, gamma=1.040, delta=0.005, M=-9.497e+001
72 -> ~104 fr=2233 (0.1241), cf=1.000, gamma=1.040, delta=0.005, M=-9.470e+001
62 -> ~102 fr=2239 (0.1244), cf=1.000, gamma=1.040, delta=0.005, M=-9.414e+001
35 80 -> ~106 fr=3144 (0.1747), cf=0.997, gamma=1.035, delta=0.006, M=-9.376e+001
63 -> ~103 fr=2299 (0.1277), cf=1.000, gamma=1.038, delta=0.005, M=-9.300e+001
63 -> ~88 fr=2299 (0.1277), cf=1.000, gamma=1.038, delta=0.005, M=-9.186e+001
62 -> ~103 fr=2239 (0.1244), cf=1.000, gamma=1.038, delta=0.005, M=-9.040e+001
65 -> ~105 fr=9454 (0.5252), cf=0.979, gamma=1.018, delta=0.009, M=-9.027e+001
72 -> ~106 fr=2233 (0.1241), cf=1.000, gamma=1.038, delta=0.005, M=-9.014e+001
34 80 -> ~101 fr=7452 (0.4140), cf=0.981, gamma=1.023, delta=0.009, M=-8.939e+001
62 -> ~88 fr=2239 (0.1244), cf=1.000, gamma=1.038, delta=0.005, M=-8.929e+001
54 -> ~101 fr=2194 (0.1219), cf=0.999, gamma=1.041, delta=0.005, M=-8.857e+001
74 -> ~106 fr=2191 (0.1217), cf=1.000, gamma=1.038, delta=0.005, M=-8.833e+001
54 -> ~102 fr=2195 (0.1219), cf=1.000, gamma=1.040, delta=0.005, M=-8.758e+001
20 24 45 -> ~88 fr=3599 (0.1999), cf=0.994, gamma=1.032, delta=0.006, M=-8.641e+001
50 60 -> ~100 fr=5049 (0.2805), cf=0.987, gamma=1.028, delta=0.008, M=-8.598e+001
14 20 -> ~103 fr=2565 (0.1425), cf=0.998, gamma=1.036, delta=0.005, M=-8.586e+001
54 -> ~105 fr=2194 (0.1219), cf=0.999, gamma=1.040, delta=0.005, M=-8.471e+001
20 24 50 -> ~103 fr=3028 (0.1682), cf=0.996, gamma=1.034, delta=0.006, M=-8.420e+001
33 -> ~100 fr=2252 (0.1251), cf=0.998, gamma=1.040, delta=0.005, M=-8.269e+001
30 34 -> ~101 fr=6260 (0.3478), cf=0.983, gamma=1.024, delta=0.008, M=-8.149e+001
69 -> ~102 fr=2274 (0.1263), cf=0.998, gamma=1.038, delta=0.005, M=-8.042e+001
73 -> ~104 fr=1843 (0.1024), cf=1.000, gamma=1.040, delta=0.004, M=-7.721e+001
40 50 -> ~103 fr=4248 (0.2360), cf=0.990, gamma=1.028, delta=0.006, M=-7.676e+001
30 45 -> ~105 fr=6794 (0.3774), cf=0.982, gamma=1.022, delta=0.008, M=-7.491e+001
73 -> ~106 fr=1843 (0.1024), cf=1.000, gamma=1.038, delta=0.004, M=-7.349e+001
73 -> ~88 fr=1843 (0.1024), cf=1.000, gamma=1.038, delta=0.004, M=-7.259e+001
