45 -> ~103 fr=10896 (0.6053), cf=0.997, gamma=1.036, delta=0.021, M=-5.076e+002
30 50 -> ~100 fr=5295 (0.2942), cf=0.989, gamma=1.030, delta=0.009, M=-1.071e+002
64 -> ~88 fr=3784 (0.2102), cf=0.996, gamma=1.034, delta=0.007, M=-1.065e+002
38 -> ~101 fr=2380 (0.1322), cf=1.000, gamma=1.042, delta=0.005, M=-1.041e+002
30 34 80 -> ~101 fr=5631 (0.3128), cf=0.988, gamma=1.029, delta=0.009, M=-1.039e+002
40 50 80 -> ~103 fr=3358 (0.1866), cf=0.996, gamma=1.036, delta=0.006, M=-1.032e+002
45 75 -> ~105 fr=7917 (0.4398), cf=0.982, gamma=1.023, delta=0.010, M=-1.018e+002
34 50 -> ~103 fr=3755 (0.2086), cf=0.995, gamma=1.034, delta=0.007, M=-1.017e+002
30 50 -> ~102 fr=5300 (0.2944), cf=0.990, gamma=1.028, delta=0.008, M=-1.013e+002
63 -> ~101 fr=2295 (0.1275), cf=1.000, gamma=1.042, delta=0.005, M=-1.001e+002
63 -> ~104 fr=2295 (0.1275), cf=1.000, gamma=1.041, delta=0.005, M=-9.894e+001
50 80 -> ~103 fr=6960 (0.3867), cf=0.985, gamma=1.024, delta=0.009, M=-9.636e+001
72 -> ~104 fr=2219 (0.1233), cf=1.000, gamma=1.041, delta=0.005, M=-9.543e+001
62 -> ~101 fr=2189 (0.1216), cf=1.000, gamma=1.042, delta=0.005, M=-9.514e+001
63 -> ~103 fr=2295 (0.1275), cf=1.000, gamma=1.039, delta=0.005, M=-9.496e+001
62 -> ~104 fr=2189 (0.1216), cf=1.000, gamma=1.041, delta=0.005, M=-9.405e+001
63 -> ~88 fr=2295 (0.1275), cf=1.000, gamma=1.039, delta=0.005, M=-9.297e+001
34 80 -> ~101 fr=7481 (0.4156), cf=0.982, gamma=1.023, delta=0.009, M=-9.263e+001
69 -> ~105 fr=2251 (0.1251), cf=1.000, gamma=1.041, delta=0.005, M=-9.242e+001
20 24 45 -> ~88 fr=3592 (0.1996), cf=0.994, gamma=1.033, delta=0.006, M=-9.199e+001
75 -> ~105 fr=11466 (0.6370), cf=0.975, gamma=1.015, delta=0.009, M=-9.055e+001
62 -> ~103 fr=2189 (0.1216), cf=1.000, gamma=1.039, delta=0.005, M=-9.027e+001
35 80 -> ~106 fr=3134 (0.1741), cf=0.996, gamma=1.034, delta=0.006, M=-8.998e+001
62 -> ~102 fr=2189 (0.1216), cf=1.000, gamma=1.039, delta=0.005, M=-8.892e+001
63 -> ~102 fr=2294 (0.1274), cf=1.000, gamma=1.038, delta=0.005, M=-8.890e+001
72 -> ~106 fr=2219 (0.1233), cf=1.000, gamma=1.038, delta=0.005, M=-8.885e+001
50 60 -> ~100 fr=5021 (0.2789), cf=0.987, gamma=1.029, delta=0.008, M=-8.839e+001
62 -> ~88 fr=2189 (0.1216), cf=1.000, gamma=1.039, delta=0.005, M=-8.838e+001
74 -> ~106 fr=2203 (0.1224), cf=1.000, gamma=1.038, delta=0.005, M=-8.817e+001
65 -> ~105 fr=9500 (0.5278), cf=0.978, gamma=1.018, delta=0.009, M=-8.798e+001
30 34 -> ~101 fr=6265 (0.3481), cf=0.984, gamma=1.025, delta=0.008, M=-8.718e+001
54 -> ~105 fr=2209 (0.1227), cf=0.999, gamma=1.040, delta=0.005, M=-8.659e+001
14 20 -> ~103 fr=2604 (0.1447), cf=0.997, gamma=1.037, delta=0.005, M=-8.406e+001
54 -> ~101 fr=2208 (0.1227), cf=0.999, gamma=1.040, delta=0.005, M=-8.396e+001
33 -> ~100 fr=2255 (0.1253), cf=0.998, gamma=1.040, delta=0.005, M=-8.323e+001
20 24 50 -> ~103 fr=2990 (0.1661), cf=0.995, gamma=1.035, delta=0.006, M=-8.295e+001
40 50 -> ~103 fr=4226 (0.2348), cf=0.990, gamma=1.029, delta=0.007, M=-8.071e+001
54 -> ~102 fr=2208 (0.1227), cf=0.999, gamma=1.037, delta=0.004, M=-7.788e+001
73 -> ~104 fr=1817 (0.1009), cf=1.000, gamma=1.041, delta=0.004, M=-7.717e+001
20 24 75 -> ~88 fr=3394 (0.1886), cf=0.993, gamma=1.031, delta=0.006, M=-7.638e+001
69 -> ~102 fr=2248 (0.1249), cf=0.998, gamma=1.037, delta=0.004, M=-7.637e+001
20 44 -> ~100 fr=2153 (0.1196), cf=0.998, gamma=1.039, delta=0.005, M=-7.569e+001
30 45 -> ~105 fr=6773 (0.3763), cf=0.981, gamma=1.022, delta=0.008, M=-7.478e+001
74 -> ~104 fr=2197 (0.1221), cf=0.997, gamma=1.038, delta=0.004, M=-7.340e+001
