45 -> ~103 fr=10923 (0.6068), cf=0.997, gamma=1.035, delta=0.021, M=-4.996e+002
34 80 -> ~100 fr=7571 (0.4206), cf=0.992, gamma=1.033, delta=0.014, M=-2.173e+002
65 -> ~106 fr=9554 (0.5308), cf=0.989, gamma=1.027, delta=0.014, M=-2.143e+002
40 45 -> ~104 fr=6349 (0.3527), cf=0.994, gamma=1.035, delta=0.012, M=-1.967e+002
30 50 80 -> ~100 fr=4891 (0.2717), cf=0.998, gamma=1.040, delta=0.010, M=-1.966e+002
65 80 -> ~100 fr=7687 (0.4271), cf=0.990, gamma=1.032, delta=0.013, M=-1.944e+002
40 -> ~104 fr=10960 (0.6089), cf=0.983, gamma=1.023, delta=0.014, M=-1.910e+002
34 -> ~100 fr=8694 (0.4830), cf=0.987, gamma=1.028, delta=0.013, M=-1.875e+002
80 -> ~105 fr=14504 (0.8058), cf=0.975, gamma=1.015, delta=0.012, M=-1.868e+002
30 50 -> ~103 fr=5361 (0.2978), cf=0.997, gamma=1.035, delta=0.010, M=-1.821e+002
80 -> ~100 fr=14488 (0.8049), cf=0.974, gamma=1.015, delta=0.012, M=-1.730e+002
30 65 -> ~100 fr=6861 (0.3812), cf=0.991, gamma=1.032, delta=0.012, M=-1.725e+002
30 75 -> ~100 fr=7960 (0.4422), cf=0.988, gamma=1.029, delta=0.013, M=-1.725e+002
65 -> ~100 fr=9504 (0.5280), cf=0.984, gamma=1.025, delta=0.013, M=-1.703e+002
45 60 75 -> ~105 fr=4827 (0.2682), cf=0.996, gamma=1.037, delta=0.010, M=-1.636e+002
50 80 -> ~101 fr=7043 (0.3913), cf=0.989, gamma=1.031, delta=0.012, M=-1.608e+002
64 -> ~103 fr=3816 (0.2120), cf=1.000, gamma=1.038, delta=0.008, M=-1.606e+002
64 -> ~101 fr=3811 (0.2117), cf=0.999, gamma=1.041, delta=0.008, M=-1.552e+002
75 -> ~100 fr=11483 (0.6379), cf=0.979, gamma=1.020, delta=0.012, M=-1.517e+002
60 75 -> ~105 fr=7071 (0.3928), cf=0.988, gamma=1.029, delta=0.011, M=-1.461e+002
30 50 -> ~105 fr=5337 (0.2965), cf=0.993, gamma=1.034, delta=0.010, M=-1.411e+002
30 45 75 -> ~105 fr=5314 (0.2952), cf=0.992, gamma=1.033, delta=0.009, M=-1.361e+002
39 -> ~101 fr=3064 (0.1702), cf=0.999, gamma=1.041, delta=0.007, M=-1.292e+002
35 80 -> ~104 fr=3163 (0.1757), cf=0.999, gamma=1.040, delta=0.007, M=-1.272e+002
34 -> ~102 fr=8664 (0.4813), cf=0.984, gamma=1.023, delta=0.011, M=-1.235e+002
35 -> ~104 fr=4544 (0.2524), cf=0.993, gamma=1.034, delta=0.008, M=-1.223e+002
60 65 -> ~105 fr=6440 (0.3578), cf=0.988, gamma=1.028, delta=0.010, M=-1.217e+002
64 75 -> ~88 fr=2884 (0.1602), cf=1.000, gamma=1.038, delta=0.006, M=-1.135e+002
45 75 -> ~105 fr=7918 (0.4399), cf=0.983, gamma=1.024, delta=0.010, M=-1.127e+002
64 -> ~88 fr=3800 (0.2111), cf=0.996, gamma=1.034, delta=0.007, M=-1.087e+002
38 -> ~101 fr=2416 (0.1342), cf=1.000, gamma=1.042, delta=0.005, M=-1.070e+002
75 -> ~105 fr=11450 (0.6361), cf=0.976, gamma=1.016, delta=0.010, M=-1.051e+002
30 50 -> ~102 fr=5320 (0.2956), cf=0.990, gamma=1.029, delta=0.008, M=-1.024e+002
30 50 -> ~100 fr=5313 (0.2952), cf=0.988, gamma=1.030, delta=0.008, M=-1.017e+002
63 -> ~101 fr=2305 (0.1281), cf=1.000, gamma=1.042, delta=0.005, M=-1.017e+002
34 50 80 -> ~103 fr=3160 (0.1756), cf=0.997, gamma=1.035, delta=0.006, M=-1.011e+002
63 -> ~104 fr=2305 (0.1281), cf=1.000, gamma=1.041, delta=0.005, M=-9.955e+001
62 -> ~101 fr=2223 (0.1235), cf=1.000, gamma=1.042, delta=0.005, M=-9.782e+001
65 -> ~105 fr=9452 (0.5251), cf=0.979, gamma=1.019, delta=0.010, M=-9.734e+001
30 34 80 -> ~101 fr=5605 (0.3114), cf=0.987, gamma=1.028, delta=0.009, M=-9.662e+001
72 -> ~104 fr=2232 (0.1240), cf=1.000, gamma=1.041, delta=0.005, M=-9.617e+001
62 -> ~104 fr=2223 (0.1235), cf=1.000, gamma=1.041, delta=0.005, M=-9.576e+001
40 50 80 -> ~103 fr=3370 (0.1872), cf=0.996, gamma=1.034, delta=0.006, M=-9.454e+001
35 80 -> ~106 fr=3156 (0.1753), cf=0.997, gamma=1.034, delta=0.006, M=-9.422e+001
20 24 45 -> ~88 fr=3634 (0.2019), cf=0.995, gamma=1.033, delta=0.006, M=-9.287e+001
63 -> ~88 fr=2305 (0.1281), cf=1.000, gamma=1.038, delta=0.005, M=-9.283e+001
69 -> ~105 fr=2258 (0.1254), cf=1.000, gamma=1.041, delta=0.005, M=-9.274e+001
63 -> ~103 fr=2305 (0.1281), cf=1.000, gamma=1.038, delta=0.005, M=-9.226e+001
50 80 -> ~103 fr=7014 (0.3897), cf=0.985, gamma=1.023, delta=0.009, M=-9.209e+001
62 -> ~102 fr=2223 (0.1235), cf=1.000, gamma=1.040, delta=0.005, M=-9.204e+001
63 -> ~102 fr=2304 (0.1280), cf=1.000, gamma=1.039, delta=0.005, M=-9.102e+001
34 50 -> ~103 fr=3794 (0.2108), cf=0.994, gamma=1.032, delta=0.006, M=-9.038e+001
62 -> ~88 fr=2223 (0.1235), cf=1.000, gamma=1.038, delta=0.005, M=-8.930e+001
62 -> ~103 fr=2223 (0.1235), cf=1.000, gamma=1.038, delta=0.005, M=-8.875e+001
72 -> ~106 fr=2232 (0.1240), cf=1.000, gamma=1.038, delta=0.004, M=-8.817e+001
54 -> ~105 fr=2225 (0.1236), cf=0.999, gamma=1.040, delta=0.005, M=-8.731e+001
74 -> ~106 fr=2208 (0.1227), cf=1.000, gamma=1.038, delta=0.004, M=-8.715e+001
54 -> ~101 fr=2224 (0.1236), cf=0.999, gamma=1.041, delta=0.005, M=-8.575e+001
34 80 -> ~101 fr=7485 (0.4158), cf=0.981, gamma=1.022, delta=0.009, M=-8.570e+001
50 60 -> ~100 fr=5028 (0.2793), cf=0.987, gamma=1.028, delta=0.008, M=-8.455e+001
54 -> ~102 fr=2225 (0.1236), cf=0.999, gamma=1.039, delta=0.005, M=-8.367e+001
33 -> ~100 fr=2244 (0.1247), cf=0.998, gamma=1.040, delta=0.005, M=-8.273e+001
30 45 -> ~105 fr=6756 (0.3753), cf=0.982, gamma=1.023, delta=0.008, M=-8.058e+001
20 24 50 -> ~103 fr=3021 (0.1678), cf=0.995, gamma=1.033, delta=0.005, M=-8.047e+001
30 34 -> ~101 fr=6229 (0.3461), cf=0.983, gamma=1.024, delta=0.008, M=-8.003e+001
14 20 -> ~103 fr=2586 (0.1437), cf=0.997, gamma=1.035, delta=0.005, M=-7.998e+001
20 24 75 -> ~88 fr=3389 (0.1883), cf=0.994, gamma=1.032, delta=0.006, M=-7.919e+001
69 -> ~102 fr=2255 (0.1253), cf=0.998, gamma=1.038, delta=0.005, M=-7.827e+001
73 -> ~104 fr=1830 (0.1017), cf=1.000, gamma=1.041, delta=0.004, M=-7.786e+001
20 24 50 -> ~88 fr=3019 (0.1677), cf=0.995, gamma=1.033, delta=0.005, M=-7.677e+001
50 60 -> ~105 fr=5023 (0.2791), cf=0.986, gamma=1.026, delta=0.007, M=-7.544e+001
20 44 -> ~100 fr=2123 (0.1179), cf=0.998, gamma=1.039, delta=0.004, M=-7.437e+001
