45 -> ~103 fr=10865 (0.6036), cf=0.997, gamma=1.036, delta=0.021, M=-5.020e+002
80 -> ~100 fr=14478 (0.8043), cf=0.974, gamma=1.014, delta=0.011, M=-1.683e+002
30 65 -> ~100 fr=6906 (0.3837), cf=0.990, gamma=1.031, delta=0.012, M=-1.672e+002
65 -> ~100 fr=9554 (0.5308), cf=0.984, gamma=1.025, delta=0.013, M=-1.658e+002
50 80 -> ~101 fr=7011 (0.3895), cf=0.989, gamma=1.032, delta=0.012, M=-1.649e+002
64 -> ~103 fr=3781 (0.2101), cf=1.000, gamma=1.039, delta=0.008, M=-1.636e+002
30 75 -> ~100 fr=7955 (0.4419), cf=0.987, gamma=1.028, delta=0.012, M=-1.634e+002
64 -> ~101 fr=3777 (0.2098), cf=0.999, gamma=1.042, delta=0.008, M=-1.605e+002
45 60 75 -> ~105 fr=4815 (0.2675), cf=0.996, gamma=1.036, delta=0.009, M=-1.591e+002
75 -> ~100 fr=11456 (0.6364), cf=0.979, gamma=1.020, delta=0.012, M=-1.532e+002
30 50 -> ~105 fr=5343 (0.2968), cf=0.994, gamma=1.034, delta=0.010, M=-1.475e+002
60 75 -> ~105 fr=7062 (0.3923), cf=0.988, gamma=1.028, delta=0.011, M=-1.389e+002
39 -> ~101 fr=3068 (0.1704), cf=0.999, gamma=1.042, delta=0.007, M=-1.321e+002
30 45 75 -> ~105 fr=5298 (0.2943), cf=0.992, gamma=1.032, delta=0.009, M=-1.314e+002
35 80 -> ~104 fr=3178 (0.1766), cf=0.999, gamma=1.040, delta=0.007, M=-1.267e+002
34 -> ~102 fr=8632 (0.4796), cf=0.983, gamma=1.024, delta=0.011, M=-1.267e+002
35 -> ~104 fr=4548 (0.2527), cf=0.994, gamma=1.034, delta=0.008, M=-1.251e+002
60 65 -> ~105 fr=6457 (0.3587), cf=0.988, gamma=1.028, delta=0.010, M=-1.179e+002
64 75 -> ~88 fr=2841 (0.1578), cf=1.000, gamma=1.038, delta=0.006, M=-1.103e+002
38 -> ~101 fr=2430 (0.1350), cf=1.000, gamma=1.043, delta=0.006, M=-1.098e+002
45 75 -> ~105 fr=7877 (0.4376), cf=0.983, gamma=1.023, delta=0.010, M=-1.058e+002
64 -> ~88 fr=3765 (0.2092), cf=0.996, gamma=1.033, delta=0.007, M=-1.056e+002
63 -> ~101 fr=2306 (0.1281), cf=1.000, gamma=1.043, delta=0.005, M=-1.037e+002
30 50 60 -> ~100 fr=3030 (0.1683), cf=0.997, gamma=1.038, delta=0.006, M=-1.029e+002
30 50 -> ~102 fr=5317 (0.2954), cf=0.989, gamma=1.029, delta=0.008, M=-1.028e+002
34 50 80 -> ~103 fr=3114 (0.1730), cf=0.997, gamma=1.037, delta=0.006, M=-1.027e+002
30 50 -> ~100 fr=5315 (0.2953), cf=0.988, gamma=1.029, delta=0.008, M=-1.019e+002
30 34 80 -> ~101 fr=5580 (0.3100), cf=0.987, gamma=1.029, delta=0.009, M=-1.009e+002
50 80 -> ~103 fr=6984 (0.3880), cf=0.985, gamma=1.024, delta=0.009, M=-1.000e+002
75 -> ~105 fr=11421 (0.6345), cf=0.976, gamma=1.016, delta=0.010, M=-9.938e+001
62 -> ~101 fr=2204 (0.1224), cf=1.000, gamma=1.043, delta=0.005, M=-9.884e+001
63 -> ~104 fr=2306 (0.1281), cf=1.000, gamma=1.041, delta=0.005, M=-9.873e+001
65 -> ~105 fr=9507 (0.5282), cf=0.979, gamma=1.019, delta=0.010, M=-9.580e+001
72 -> ~104 fr=2231 (0.1239), cf=1.000, gamma=1.041, delta=0.005, M=-9.530e+001
34 50 -> ~103 fr=3765 (0.2092), cf=0.994, gamma=1.033, delta=0.007, M=-9.519e+001
63 -> ~103 fr=2306 (0.1281), cf=1.000, gamma=1.039, delta=0.005, M=-9.502e+001
62 -> ~102 fr=2204 (0.1224), cf=1.000, gamma=1.041, delta=0.005, M=-9.447e+001
63 -> ~102 fr=2305 (0.1281), cf=1.000, gamma=1.040, delta=0.005, M=-9.446e+001
62 -> ~104 fr=2204 (0.1224), cf=1.000, gamma=1.041, delta=0.005, M=-9.406e+001
63 -> ~88 fr=2306 (0.1281), cf=1.000, gamma=1.038, delta=0.005, M=-9.188e+001
69 -> ~105 fr=2253 (0.1252), cf=1.000, gamma=1.040, delta=0.005, M=-9.071e+001
62 -> ~103 fr=2204 (0.1224), cf=1.000, gamma=1.039, delta=0.005, M=-9.052e+001
35 80 -> ~106 fr=3169 (0.1761), cf=0.996, gamma=1.034, delta=0.006, M=-8.977e+001
20 24 45 -> ~88 fr=3570 (0.1983), cf=0.994, gamma=1.032, delta=0.006, M=-8.889e+001
72 -> ~106 fr=2231 (0.1239), cf=1.000, gamma=1.038, delta=0.004, M=-8.813e+001
34 80 -> ~101 fr=7422 (0.4123), cf=0.981, gamma=1.023, delta=0.009, M=-8.806e+001
62 -> ~88 fr=2204 (0.1224), cf=1.000, gamma=1.038, delta=0.004, M=-8.753e+001
14 20 -> ~103 fr=2556 (0.1420), cf=0.998, gamma=1.037, delta=0.005, M=-8.731e+001
74 -> ~106 fr=2211 (0.1228), cf=1.000, gamma=1.038, delta=0.004, M=-8.728e+001
20 24 50 -> ~103 fr=2973 (0.1652), cf=0.996, gamma=1.035, delta=0.006, M=-8.634e+001
54 -> ~102 fr=2202 (0.1223), cf=0.999, gamma=1.040, delta=0.005, M=-8.587e+001
54 -> ~105 fr=2202 (0.1223), cf=0.999, gamma=1.039, delta=0.005, M=-8.454e+001
50 60 -> ~100 fr=5021 (0.2789), cf=0.987, gamma=1.028, delta=0.008, M=-8.440e+001
54 -> ~101 fr=2200 (0.1222), cf=0.998, gamma=1.041, delta=0.005, M=-8.325e+001
30 34 -> ~101 fr=6226 (0.3459), cf=0.983, gamma=1.025, delta=0.008, M=-8.280e+001
33 -> ~100 fr=2253 (0.1252), cf=0.998, gamma=1.040, delta=0.005, M=-8.247e+001
69 -> ~102 fr=2250 (0.1250), cf=0.998, gamma=1.039, delta=0.005, M=-8.126e+001
73 -> ~104 fr=1860 (0.1033), cf=1.000, gamma=1.041, delta=0.004, M=-7.853e+001
30 45 -> ~105 fr=6756 (0.3753), cf=0.982, gamma=1.022, delta=0.008, M=-7.768e+001
40 50 60 -> ~103 fr=2409 (0.1338), cf=0.997, gamma=1.036, delta=0.005, M=-7.549e+001
20 24 75 -> ~88 fr=3339 (0.1855), cf=0.993, gamma=1.031, delta=0.006, M=-7.415e+001
73 -> ~88 fr=1860 (0.1033), cf=1.000, gamma=1.038, delta=0.004, M=-7.308e+001
73 -> ~106 fr=1860 (0.1033), cf=1.000, gamma=1.038, delta=0.004, M=-7.262e+001
