15 17 27 29 -> ~55 fr=72 (0.5180), cf=0.973, gamma=1.241, delta=0.101, M=-1.994e+001
25 30 -> ~55 fr=77 (0.5540), cf=0.928, gamma=1.183, delta=0.086, M=-1.414e+001
25 30 -> 56 fr=77 (0.5540), cf=0.928, gamma=1.183, delta=0.086, M=-1.414e+001
6 54 -> 55 fr=25 (0.1799), cf=0.410, gamma=1.899, delta=0.085, M=-1.402e+001
6 54 -> ~56 fr=25 (0.1799), cf=0.410, gamma=1.899, delta=0.085, M=-1.402e+001
25 34 53 -> ~55 fr=46 (0.3309), cf=1.000, gamma=1.275, delta=0.071, M=-1.395e+001
25 34 53 -> 56 fr=46 (0.3309), cf=1.000, gamma=1.275, delta=0.071, M=-1.395e+001
23 29 47 -> ~55 fr=80 (0.5755), cf=0.920, gamma=1.173, delta=0.085, M=-1.390e+001
23 29 47 -> 56 fr=80 (0.5755), cf=0.920, gamma=1.173, delta=0.085, M=-1.390e+001
15 23 -> ~55 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
15 23 -> 56 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
21 23 25 -> ~55 fr=53 (0.3813), cf=0.981, gamma=1.252, delta=0.077, M=-1.382e+001
21 23 25 -> 56 fr=53 (0.3813), cf=0.981, gamma=1.252, delta=0.077, M=-1.382e+001
27 29 -> ~55 fr=94 (0.6763), cf=0.887, gamma=1.131, delta=0.078, M=-1.381e+001
27 29 -> 56 fr=94 (0.6763), cf=0.887, gamma=1.131, delta=0.078, M=-1.381e+001
6 11 12 24 -> 55 fr=18 (0.1295), cf=0.545, gamma=2.527, delta=0.078, M=-1.381e+001
6 11 12 24 -> ~56 fr=18 (0.1295), cf=0.545, gamma=2.527, delta=0.078, M=-1.381e+001
23 27 39 -> ~55 fr=76 (0.5468), cf=0.927, gamma=1.182, delta=0.084, M=-1.366e+001
23 27 39 -> 56 fr=76 (0.5468), cf=0.927, gamma=1.182, delta=0.084, M=-1.366e+001
15 30 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 29 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
23 25 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 30 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 29 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
23 25 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
6 12 24 -> 55 fr=19 (0.1367), cf=0.514, gamma=2.379, delta=0.079, M=-1.348e+001
6 12 24 -> ~56 fr=19 (0.1367), cf=0.514, gamma=2.379, delta=0.079, M=-1.348e+001
25 53 -> ~55 fr=58 (0.4173), cf=0.967, gamma=1.233, delta=0.079, M=-1.347e+001
25 53 -> 56 fr=58 (0.4173), cf=0.967, gamma=1.233, delta=0.079, M=-1.347e+001
34 53 -> ~55 fr=52 (0.3741), cf=0.981, gamma=1.251, delta=0.075, M=-1.342e+001
34 53 -> 56 fr=52 (0.3741), cf=0.981, gamma=1.251, delta=0.075, M=-1.342e+001
23 27 -> ~55 fr=85 (0.6115), cf=0.904, gamma=1.153, delta=0.081, M=-1.323e+001
23 27 -> 56 fr=85 (0.6115), cf=0.904, gamma=1.153, delta=0.081, M=-1.323e+001
39 53 -> ~55 fr=62 (0.4460), cf=0.954, gamma=1.216, delta=0.079, M=-1.302e+001
39 53 -> 56 fr=62 (0.4460), cf=0.954, gamma=1.216, delta=0.079, M=-1.302e+001
29 47 -> ~55 fr=90 (0.6475), cf=0.891, gamma=1.136, delta=0.078, M=-1.289e+001
29 47 -> 56 fr=90 (0.6475), cf=0.891, gamma=1.136, delta=0.078, M=-1.289e+001
6 11 24 -> 55 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
6 11 24 -> ~56 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
6 14 -> 55 fr=22 (0.1583), cf=0.440, gamma=2.039, delta=0.081, M=-1.278e+001
6 14 -> ~56 fr=22 (0.1583), cf=0.440, gamma=2.039, delta=0.081, M=-1.278e+001
6 24 -> 55 fr=20 (0.1439), cf=0.476, gamma=2.206, delta=0.079, M=-1.275e+001
6 24 -> ~56 fr=20 (0.1439), cf=0.476, gamma=2.206, delta=0.079, M=-1.275e+001
53 -> ~55 fr=70 (0.5036), cf=0.933, gamma=1.190, delta=0.080, M=-1.269e+001
53 -> 56 fr=70 (0.5036), cf=0.933, gamma=1.190, delta=0.080, M=-1.269e+001
15 47 -> ~55 fr=70 (0.5036), cf=0.933, gamma=1.190, delta=0.080, M=-1.269e+001
15 47 -> 56 fr=70 (0.5036), cf=0.933, gamma=1.190, delta=0.080, M=-1.269e+001
6 12 -> 55 fr=28 (0.2014), cf=0.346, gamma=1.602, delta=0.076, M=-1.268e+001
6 12 -> ~56 fr=28 (0.2014), cf=0.346, gamma=1.602, delta=0.076, M=-1.268e+001
15 17 -> ~55 fr=77 (0.5540), cf=0.917, gamma=1.169, delta=0.080, M=-1.248e+001
15 17 -> 56 fr=77 (0.5540), cf=0.917, gamma=1.169, delta=0.080, M=-1.248e+001
27 39 -> ~55 fr=89 (0.6403), cf=0.890, gamma=1.135, delta=0.076, M=-1.233e+001
27 39 -> 56 fr=89 (0.6403), cf=0.890, gamma=1.135, delta=0.076, M=-1.233e+001
1 23 29 -> ~55 fr=76 (0.5468), cf=0.916, gamma=1.168, delta=0.079, M=-1.203e+001
1 23 29 -> 56 fr=76 (0.5468), cf=0.916, gamma=1.168, delta=0.079, M=-1.203e+001
27 -> ~55 fr=100 (0.7194), cf=0.862, gamma=1.099, delta=0.065, M=-1.199e+001
25 34 -> ~55 fr=59 (0.4245), cf=0.952, gamma=1.214, delta=0.075, M=-1.184e+001
25 34 -> 56 fr=59 (0.4245), cf=0.952, gamma=1.214, delta=0.075, M=-1.184e+001
11 14 -> 55 fr=20 (0.1439), cf=0.455, gamma=2.106, delta=0.076, M=-1.172e+001
11 14 -> ~56 fr=20 (0.1439), cf=0.455, gamma=2.106, delta=0.076, M=-1.172e+001
11 12 24 -> 55 fr=18 (0.1295), cf=0.486, gamma=2.254, delta=0.072, M=-1.143e+001
11 12 24 -> ~56 fr=18 (0.1295), cf=0.486, gamma=2.254, delta=0.072, M=-1.143e+001
23 29 34 52 -> ~55 fr=39 (0.2806), cf=1.000, gamma=1.275, delta=0.061, M=-1.136e+001
23 29 34 52 -> 56 fr=39 (0.2806), cf=1.000, gamma=1.275, delta=0.061, M=-1.136e+001
12 24 -> 55 fr=19 (0.1367), cf=0.463, gamma=2.147, delta=0.073, M=-1.128e+001
12 24 -> ~56 fr=19 (0.1367), cf=0.463, gamma=2.147, delta=0.073, M=-1.128e+001
17 21 25 -> ~55 fr=52 (0.3741), cf=0.963, gamma=1.228, delta=0.069, M=-1.118e+001
17 21 25 -> 56 fr=52 (0.3741), cf=0.963, gamma=1.228, delta=0.069, M=-1.118e+001
21 25 -> ~55 fr=57 (0.4101), cf=0.950, gamma=1.211, delta=0.072, M=-1.109e+001
21 25 -> 56 fr=57 (0.4101), cf=0.950, gamma=1.211, delta=0.072, M=-1.109e+001
15 -> ~55 fr=77 (0.5540), cf=0.906, gamma=1.155, delta=0.074, M=-1.096e+001
15 -> 56 fr=77 (0.5540), cf=0.906, gamma=1.155, delta=0.074, M=-1.096e+001
23 29 39 -> ~55 fr=77 (0.5540), cf=0.906, gamma=1.155, delta=0.074, M=-1.096e+001
23 29 39 -> 56 fr=77 (0.5540), cf=0.906, gamma=1.155, delta=0.074, M=-1.096e+001
13 29 -> ~55 fr=45 (0.3237), cf=0.978, gamma=1.248, delta=0.064, M=-1.083e+001
13 29 -> 56 fr=45 (0.3237), cf=0.978, gamma=1.248, delta=0.064, M=-1.083e+001
25 -> ~55 fr=80 (0.5755), cf=0.899, gamma=1.146, delta=0.073, M=-1.083e+001
25 -> 56 fr=80 (0.5755), cf=0.899, gamma=1.146, delta=0.073, M=-1.083e+001
11 24 -> 55 fr=19 (0.1367), cf=0.452, gamma=2.096, delta=0.071, M=-1.079e+001
23 29 -> ~55 fr=86 (0.6187), cf=0.887, gamma=1.131, delta=0.071, M=-1.079e+001
11 24 -> ~56 fr=19 (0.1367), cf=0.452, gamma=2.096, delta=0.071, M=-1.079e+001
23 29 -> 56 fr=86 (0.6187), cf=0.887, gamma=1.131, delta=0.071, M=-1.079e+001
30 -> ~55 fr=100 (0.7194), cf=0.855, gamma=1.090, delta=0.059, M=-1.054e+001
11 12 -> 55 fr=26 (0.1871), cf=0.342, gamma=1.585, delta=0.069, M=-1.009e+001
11 12 -> ~56 fr=26 (0.1871), cf=0.342, gamma=1.585, delta=0.069, M=-1.009e+001
17 23 47 -> ~55 fr=70 (0.5036), cf=0.909, gamma=1.159, delta=0.069, M=-9.602e+000
17 23 47 -> 56 fr=70 (0.5036), cf=0.909, gamma=1.159, delta=0.069, M=-9.602e+000
29 39 -> ~55 fr=89 (0.6403), cf=0.873, gamma=1.113, delta=0.065, M=-9.565e+000
29 39 -> 56 fr=89 (0.6403), cf=0.873, gamma=1.113, delta=0.065, M=-9.565e+000
13 -> ~55 fr=47 (0.3381), cf=0.959, gamma=1.223, delta=0.062, M=-9.443e+000
13 -> 56 fr=47 (0.3381), cf=0.959, gamma=1.223, delta=0.062, M=-9.443e+000
9 29 -> ~55 fr=52 (0.3741), cf=0.945, gamma=1.206, delta=0.064, M=-9.336e+000
9 29 -> 56 fr=52 (0.3741), cf=0.945, gamma=1.206, delta=0.064, M=-9.336e+000
23 47 -> ~55 fr=82 (0.5899), cf=0.882, gamma=1.124, delta=0.065, M=-9.012e+000
23 47 -> 56 fr=82 (0.5899), cf=0.882, gamma=1.124, delta=0.065, M=-9.012e+000
1 29 -> ~55 fr=87 (0.6259), cf=0.870, gamma=1.109, delta=0.062, M=-8.651e+000
1 29 -> 56 fr=87 (0.6259), cf=0.870, gamma=1.109, delta=0.062, M=-8.651e+000
29 -> ~55 fr=99 (0.7122), cf=0.846, gamma=1.079, delta=0.052, M=-8.529e+000
1 47 -> ~55 fr=89 (0.6403), cf=0.864, gamma=1.102, delta=0.059, M=-8.322e+000
1 47 -> 56 fr=89 (0.6403), cf=0.864, gamma=1.102, delta=0.059, M=-8.322e+000
47 -> ~55 fr=98 (0.7050), cf=0.845, gamma=1.077, delta=0.051, M=-7.942e+000
23 34 52 -> ~55 fr=39 (0.2806), cf=0.951, gamma=1.213, delta=0.049, M=-6.959e+000
23 34 52 -> 56 fr=39 (0.2806), cf=0.951, gamma=1.213, delta=0.049, M=-6.959e+000
23 39 -> ~55 fr=80 (0.5755), cf=0.860, gamma=1.097, delta=0.051, M=-6.033e+000
23 39 -> 56 fr=80 (0.5755), cf=0.860, gamma=1.097, delta=0.051, M=-6.033e+000
17 21 23 -> ~55 fr=50 (0.3597), cf=0.909, gamma=1.159, delta=0.049, M=-5.915e+000
17 21 23 -> 56 fr=50 (0.3597), cf=0.909, gamma=1.159, delta=0.049, M=-5.915e+000
17 23 34 -> ~55 fr=53 (0.3813), cf=0.898, gamma=1.146, delta=0.048, M=-5.573e+000
17 23 34 -> 56 fr=53 (0.3813), cf=0.898, gamma=1.146, delta=0.048, M=-5.573e+000
21 23 -> ~55 fr=57 (0.4101), cf=0.891, gamma=1.136, delta=0.049, M=-5.546e+000
21 23 -> 56 fr=57 (0.4101), cf=0.891, gamma=1.136, delta=0.049, M=-5.546e+000
6 8 11 -> 55 fr=18 (0.1295), cf=0.346, gamma=1.604, delta=0.049, M=-5.493e+000
6 8 11 -> ~56 fr=18 (0.1295), cf=0.346, gamma=1.604, delta=0.049, M=-5.493e+000
1 23 34 -> ~55 fr=52 (0.3741), cf=0.897, gamma=1.143, delta=0.047, M=-5.319e+000
1 23 34 -> 56 fr=52 (0.3741), cf=0.897, gamma=1.143, delta=0.047, M=-5.319e+000
23 34 -> ~55 fr=60 (0.4317), cf=0.882, gamma=1.125, delta=0.048, M=-5.305e+000
23 34 -> 56 fr=60 (0.4317), cf=0.882, gamma=1.125, delta=0.048, M=-5.305e+000
23 52 -> ~55 fr=47 (0.3381), cf=0.904, gamma=1.153, delta=0.045, M=-5.148e+000
23 52 -> 56 fr=47 (0.3381), cf=0.904, gamma=1.153, delta=0.045, M=-5.148e+000
9 17 23 -> ~55 fr=42 (0.3022), cf=0.913, gamma=1.164, delta=0.043, M=-5.036e+000
9 17 23 -> 56 fr=42 (0.3022), cf=0.913, gamma=1.164, delta=0.043, M=-5.036e+000
6 8 -> 55 fr=20 (0.1439), cf=0.317, gamma=1.471, delta=0.046, M=-4.935e+000
6 8 -> ~56 fr=20 (0.1439), cf=0.317, gamma=1.471, delta=0.046, M=-4.935e+000
1 23 -> ~55 fr=79 (0.5683), cf=0.849, gamma=1.083, delta=0.044, M=-4.797e+000
1 23 -> 56 fr=79 (0.5683), cf=0.849, gamma=1.083, delta=0.044, M=-4.797e+000
18 39 -> ~55 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
18 39 -> 56 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
17 23 -> ~55 fr=75 (0.5396), cf=0.852, gamma=1.087, delta=0.043, M=-4.592e+000
17 23 -> 56 fr=75 (0.5396), cf=0.852, gamma=1.087, delta=0.043, M=-4.592e+000
34 39 52 -> ~55 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
1 34 52 -> ~55 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
34 39 52 -> 56 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
1 34 52 -> 56 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
6 11 -> 55 fr=28 (0.2014), cf=0.259, gamma=1.201, delta=0.034, M=-4.306e+000
6 11 -> ~56 fr=28 (0.2014), cf=0.259, gamma=1.201, delta=0.034, M=-4.306e+000
23 -> ~55 fr=89 (0.6403), cf=0.832, gamma=1.061, delta=0.037, M=-4.222e+000
23 -> 56 fr=89 (0.6403), cf=0.832, gamma=1.061, delta=0.037, M=-4.222e+000
34 52 -> ~55 fr=43 (0.3094), cf=0.896, gamma=1.142, delta=0.039, M=-4.209e+000
34 52 -> 56 fr=43 (0.3094), cf=0.896, gamma=1.142, delta=0.039, M=-4.209e+000
8 11 -> 55 fr=18 (0.1295), cf=0.316, gamma=1.463, delta=0.041, M=-4.191e+000
8 11 -> ~56 fr=18 (0.1295), cf=0.316, gamma=1.463, delta=0.041, M=-4.191e+000
52 -> ~55 fr=59 (0.4245), cf=0.868, gamma=1.106, delta=0.041, M=-4.154e+000
52 -> 56 fr=59 (0.4245), cf=0.868, gamma=1.106, delta=0.041, M=-4.154e+000
17 21 -> ~55 fr=54 (0.3885), cf=0.871, gamma=1.111, delta=0.039, M=-3.904e+000
17 21 -> 56 fr=54 (0.3885), cf=0.871, gamma=1.111, delta=0.039, M=-3.904e+000
9 17 -> ~55 fr=50 (0.3597), cf=0.877, gamma=1.119, delta=0.038, M=-3.900e+000
9 17 -> 56 fr=50 (0.3597), cf=0.877, gamma=1.119, delta=0.038, M=-3.900e+000
1 34 -> ~55 fr=61 (0.4388), cf=0.859, gamma=1.096, delta=0.038, M=-3.777e+000
1 34 -> 56 fr=61 (0.4388), cf=0.859, gamma=1.096, delta=0.038, M=-3.777e+000
34 39 -> ~55 fr=64 (0.4604), cf=0.853, gamma=1.088, delta=0.037, M=-3.641e+000
34 39 -> 56 fr=64 (0.4604), cf=0.853, gamma=1.088, delta=0.037, M=-3.641e+000
