25 27 47 -> ~55 fr=69 (0.4964), cf=0.972, gamma=1.262, delta=0.103, M=-2.029e+001
15 17 27 -> 56 fr=71 (0.5108), cf=0.934, gamma=1.214, delta=0.090, M=-1.492e+001
30 47 -> ~55 fr=91 (0.6547), cf=0.883, gamma=1.148, delta=0.084, M=-1.469e+001
30 47 -> 56 fr=91 (0.6547), cf=0.883, gamma=1.148, delta=0.084, M=-1.469e+001
27 29 -> ~55 fr=93 (0.6691), cf=0.877, gamma=1.140, delta=0.082, M=-1.454e+001
27 29 -> 56 fr=93 (0.6691), cf=0.877, gamma=1.140, delta=0.082, M=-1.454e+001
47 53 -> ~55 fr=62 (0.4460), cf=0.954, gamma=1.239, delta=0.086, M=-1.452e+001
15 23 -> ~55 fr=62 (0.4460), cf=0.954, gamma=1.239, delta=0.086, M=-1.452e+001
47 53 -> 56 fr=62 (0.4460), cf=0.954, gamma=1.239, delta=0.086, M=-1.452e+001
15 23 -> 56 fr=62 (0.4460), cf=0.954, gamma=1.239, delta=0.086, M=-1.452e+001
25 53 -> ~55 fr=57 (0.4101), cf=0.966, gamma=1.255, delta=0.083, M=-1.443e+001
6 12 -> 55 fr=30 (0.2158), cf=0.375, gamma=1.629, delta=0.083, M=-1.443e+001
25 53 -> 56 fr=57 (0.4101), cf=0.966, gamma=1.255, delta=0.083, M=-1.443e+001
6 12 -> ~56 fr=30 (0.2158), cf=0.375, gamma=1.629, delta=0.083, M=-1.443e+001
27 47 -> ~55 fr=88 (0.6331), cf=0.889, gamma=1.155, delta=0.085, M=-1.429e+001
27 47 -> 56 fr=88 (0.6331), cf=0.889, gamma=1.155, delta=0.085, M=-1.429e+001
19 30 53 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.254, delta=0.082, M=-1.400e+001
19 30 53 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.254, delta=0.082, M=-1.400e+001
1 23 29 -> ~55 fr=76 (0.5468), cf=0.916, gamma=1.190, delta=0.087, M=-1.396e+001
1 23 29 -> 56 fr=76 (0.5468), cf=0.916, gamma=1.190, delta=0.087, M=-1.396e+001
12 54 -> 55 fr=23 (0.1655), cf=0.479, gamma=2.081, delta=0.086, M=-1.390e+001
12 54 -> ~56 fr=23 (0.1655), cf=0.479, gamma=2.081, delta=0.086, M=-1.390e+001
1 30 53 -> ~55 fr=55 (0.3957), cf=0.965, gamma=1.253, delta=0.080, M=-1.358e+001
1 30 53 -> 56 fr=55 (0.3957), cf=0.965, gamma=1.253, delta=0.080, M=-1.358e+001
26 -> 55 fr=14 (0.1007), cf=0.700, gamma=3.041, delta=0.068, M=-1.356e+001
15 17 29 -> ~55 fr=68 (0.4892), cf=0.932, gamma=1.210, delta=0.085, M=-1.350e+001
15 17 29 -> 56 fr=68 (0.4892), cf=0.932, gamma=1.210, delta=0.085, M=-1.350e+001
30 53 -> ~55 fr=64 (0.4604), cf=0.941, gamma=1.223, delta=0.084, M=-1.349e+001
30 53 -> 56 fr=64 (0.4604), cf=0.941, gamma=1.223, delta=0.084, M=-1.349e+001
34 53 -> ~55 fr=49 (0.3525), cf=0.980, gamma=1.273, delta=0.076, M=-1.342e+001
34 53 -> 56 fr=49 (0.3525), cf=0.980, gamma=1.273, delta=0.076, M=-1.342e+001
1 29 47 -> ~55 fr=78 (0.5612), cf=0.907, gamma=1.178, delta=0.085, M=-1.337e+001
1 29 47 -> 56 fr=78 (0.5612), cf=0.907, gamma=1.178, delta=0.085, M=-1.337e+001
27 39 53 -> ~55 fr=59 (0.4245), cf=0.952, gamma=1.236, delta=0.081, M=-1.322e+001
27 39 53 -> 56 fr=59 (0.4245), cf=0.952, gamma=1.236, delta=0.081, M=-1.322e+001
27 -> ~55 fr=99 (0.7122), cf=0.853, gamma=1.109, delta=0.070, M=-1.321e+001
6 11 14 -> 55 fr=21 (0.1511), cf=0.500, gamma=2.172, delta=0.082, M=-1.310e+001
6 11 14 -> ~56 fr=21 (0.1511), cf=0.500, gamma=2.172, delta=0.082, M=-1.310e+001
6 14 -> 55 fr=23 (0.1655), cf=0.460, gamma=1.998, delta=0.083, M=-1.285e+001
6 14 -> ~56 fr=23 (0.1655), cf=0.460, gamma=1.998, delta=0.083, M=-1.285e+001
29 47 -> ~55 fr=88 (0.6331), cf=0.880, gamma=1.143, delta=0.079, M=-1.280e+001
29 47 -> 56 fr=88 (0.6331), cf=0.880, gamma=1.143, delta=0.079, M=-1.280e+001
11 12 24 -> 55 fr=20 (0.1439), cf=0.513, gamma=2.228, delta=0.079, M=-1.280e+001
11 12 24 -> ~56 fr=20 (0.1439), cf=0.513, gamma=2.228, delta=0.079, M=-1.280e+001
1 39 53 -> ~55 fr=53 (0.3813), cf=0.964, gamma=1.252, delta=0.077, M=-1.276e+001
1 39 53 -> 56 fr=53 (0.3813), cf=0.964, gamma=1.252, delta=0.077, M=-1.276e+001
12 24 -> 55 fr=21 (0.1511), cf=0.488, gamma=2.121, delta=0.080, M=-1.255e+001
12 24 -> ~56 fr=21 (0.1511), cf=0.488, gamma=2.121, delta=0.080, M=-1.255e+001
21 25 -> ~55 fr=57 (0.4101), cf=0.950, gamma=1.234, delta=0.078, M=-1.239e+001
25 34 -> ~55 fr=57 (0.4101), cf=0.950, gamma=1.234, delta=0.078, M=-1.239e+001
21 25 -> 56 fr=57 (0.4101), cf=0.950, gamma=1.234, delta=0.078, M=-1.239e+001
25 34 -> 56 fr=57 (0.4101), cf=0.950, gamma=1.234, delta=0.078, M=-1.239e+001
25 -> ~55 fr=79 (0.5683), cf=0.898, gamma=1.166, delta=0.081, M=-1.235e+001
25 -> 56 fr=79 (0.5683), cf=0.898, gamma=1.166, delta=0.081, M=-1.235e+001
23 29 34 52 -> ~55 fr=39 (0.2806), cf=1.000, gamma=1.299, delta=0.065, M=-1.225e+001
23 29 34 52 -> 56 fr=39 (0.2806), cf=1.000, gamma=1.299, delta=0.065, M=-1.225e+001
23 29 -> ~55 fr=87 (0.6259), cf=0.879, gamma=1.142, delta=0.078, M=-1.223e+001
23 29 -> 56 fr=87 (0.6259), cf=0.879, gamma=1.142, delta=0.078, M=-1.223e+001
39 53 -> ~55 fr=61 (0.4388), cf=0.938, gamma=1.219, delta=0.079, M=-1.221e+001
39 53 -> 56 fr=61 (0.4388), cf=0.938, gamma=1.219, delta=0.079, M=-1.221e+001
6 54 -> 55 fr=25 (0.1799), cf=0.417, gamma=1.810, delta=0.080, M=-1.206e+001
6 54 -> ~56 fr=25 (0.1799), cf=0.417, gamma=1.810, delta=0.080, M=-1.206e+001
11 24 -> 55 fr=21 (0.1511), cf=0.477, gamma=2.073, delta=0.078, M=-1.201e+001
23 30 -> ~55 fr=84 (0.6043), cf=0.884, gamma=1.149, delta=0.078, M=-1.201e+001
11 24 -> ~56 fr=21 (0.1511), cf=0.477, gamma=2.073, delta=0.078, M=-1.201e+001
23 30 -> 56 fr=84 (0.6043), cf=0.884, gamma=1.149, delta=0.078, M=-1.201e+001
15 29 -> ~55 fr=68 (0.4892), cf=0.919, gamma=1.194, delta=0.079, M=-1.186e+001
15 29 -> 56 fr=68 (0.4892), cf=0.919, gamma=1.194, delta=0.079, M=-1.186e+001
19 23 53 -> ~55 fr=55 (0.3957), cf=0.948, gamma=1.232, delta=0.074, M=-1.159e+001
19 23 53 -> 56 fr=55 (0.3957), cf=0.948, gamma=1.232, delta=0.074, M=-1.159e+001
17 19 53 -> ~55 fr=50 (0.3597), cf=0.962, gamma=1.249, delta=0.072, M=-1.158e+001
17 19 53 -> 56 fr=50 (0.3597), cf=0.962, gamma=1.249, delta=0.072, M=-1.158e+001
15 30 -> ~55 fr=67 (0.4820), cf=0.918, gamma=1.192, delta=0.078, M=-1.143e+001
15 30 -> 56 fr=67 (0.4820), cf=0.918, gamma=1.192, delta=0.078, M=-1.143e+001
19 53 -> ~55 fr=59 (0.4245), cf=0.937, gamma=1.217, delta=0.076, M=-1.140e+001
1 53 -> ~55 fr=59 (0.4245), cf=0.937, gamma=1.217, delta=0.076, M=-1.140e+001
19 53 -> 56 fr=59 (0.4245), cf=0.937, gamma=1.217, delta=0.076, M=-1.140e+001
1 53 -> 56 fr=59 (0.4245), cf=0.937, gamma=1.217, delta=0.076, M=-1.140e+001
13 29 -> ~55 fr=43 (0.3094), cf=0.977, gamma=1.270, delta=0.066, M=-1.109e+001
13 29 -> 56 fr=43 (0.3094), cf=0.977, gamma=1.270, delta=0.066, M=-1.109e+001
23 47 -> ~55 fr=82 (0.5899), cf=0.882, gamma=1.145, delta=0.075, M=-1.100e+001
23 47 -> 56 fr=82 (0.5899), cf=0.882, gamma=1.145, delta=0.075, M=-1.100e+001
30 -> ~55 fr=98 (0.7050), cf=0.845, gamma=1.097, delta=0.063, M=-1.097e+001
15 47 -> ~55 fr=65 (0.4676), cf=0.915, gamma=1.189, delta=0.074, M=-1.062e+001
15 47 -> 56 fr=65 (0.4676), cf=0.915, gamma=1.189, delta=0.074, M=-1.062e+001
15 17 -> ~55 fr=72 (0.5180), cf=0.900, gamma=1.169, delta=0.075, M=-1.061e+001
15 17 -> 56 fr=72 (0.5180), cf=0.900, gamma=1.169, delta=0.075, M=-1.061e+001
23 53 -> ~55 fr=61 (0.4388), cf=0.924, gamma=1.201, delta=0.073, M=-1.057e+001
23 53 -> 56 fr=61 (0.4388), cf=0.924, gamma=1.201, delta=0.073, M=-1.057e+001
53 -> ~55 fr=68 (0.4892), cf=0.907, gamma=1.178, delta=0.074, M=-1.037e+001
53 -> 56 fr=68 (0.4892), cf=0.907, gamma=1.178, delta=0.074, M=-1.037e+001
11 12 -> 55 fr=28 (0.2014), cf=0.354, gamma=1.540, delta=0.071, M=-1.026e+001
11 12 -> ~56 fr=28 (0.2014), cf=0.354, gamma=1.540, delta=0.071, M=-1.026e+001
11 14 -> 55 fr=21 (0.1511), cf=0.438, gamma=1.900, delta=0.072, M=-1.007e+001
11 14 -> ~56 fr=21 (0.1511), cf=0.438, gamma=1.900, delta=0.072, M=-1.007e+001
1 29 -> ~55 fr=85 (0.6115), cf=0.867, gamma=1.127, delta=0.069, M=-9.853e+000
1 29 -> 56 fr=85 (0.6115), cf=0.867, gamma=1.127, delta=0.069, M=-9.853e+000
13 -> ~55 fr=44 (0.3165), cf=0.957, gamma=1.243, delta=0.062, M=-9.389e+000
13 -> 56 fr=44 (0.3165), cf=0.957, gamma=1.243, delta=0.062, M=-9.389e+000
15 -> ~55 fr=72 (0.5180), cf=0.889, gamma=1.155, delta=0.069, M=-9.281e+000
15 -> 56 fr=72 (0.5180), cf=0.889, gamma=1.155, delta=0.069, M=-9.281e+000
29 39 -> ~55 fr=86 (0.6187), cf=0.860, gamma=1.117, delta=0.065, M=-9.100e+000
29 39 -> 56 fr=86 (0.6187), cf=0.860, gamma=1.117, delta=0.065, M=-9.100e+000
9 17 19 29 -> ~55 fr=41 (0.2950), cf=0.953, gamma=1.239, delta=0.057, M=-8.376e+000
9 17 19 29 -> 56 fr=41 (0.2950), cf=0.953, gamma=1.239, delta=0.057, M=-8.376e+000
29 -> ~55 fr=98 (0.7050), cf=0.831, gamma=1.079, delta=0.052, M=-8.364e+000
1 47 -> ~55 fr=84 (0.6043), cf=0.857, gamma=1.113, delta=0.062, M=-8.203e+000
1 47 -> 56 fr=84 (0.6043), cf=0.857, gamma=1.113, delta=0.062, M=-8.203e+000
47 -> ~55 fr=95 (0.6835), cf=0.833, gamma=1.083, delta=0.052, M=-7.770e+000
23 34 52 -> ~55 fr=39 (0.2806), cf=0.951, gamma=1.236, delta=0.054, M=-7.729e+000
23 34 52 -> 56 fr=39 (0.2806), cf=0.951, gamma=1.236, delta=0.054, M=-7.729e+000
17 21 23 -> ~55 fr=49 (0.3525), cf=0.907, gamma=1.179, delta=0.053, M=-6.535e+000
17 21 23 -> 56 fr=49 (0.3525), cf=0.907, gamma=1.179, delta=0.053, M=-6.535e+000
1 23 -> ~55 fr=79 (0.5683), cf=0.849, gamma=1.104, delta=0.053, M=-6.287e+000
1 23 -> 56 fr=79 (0.5683), cf=0.849, gamma=1.104, delta=0.053, M=-6.287e+000
23 34 -> ~55 fr=59 (0.4245), cf=0.881, gamma=1.144, delta=0.053, M=-6.077e+000
23 34 -> 56 fr=59 (0.4245), cf=0.881, gamma=1.144, delta=0.053, M=-6.077e+000
23 39 -> ~55 fr=78 (0.5612), cf=0.848, gamma=1.101, delta=0.052, M=-5.952e+000
23 39 -> 56 fr=78 (0.5612), cf=0.848, gamma=1.101, delta=0.052, M=-5.952e+000
21 23 -> ~55 fr=57 (0.4101), cf=0.877, gamma=1.139, delta=0.050, M=-5.519e+000
21 23 -> 56 fr=57 (0.4101), cf=0.877, gamma=1.139, delta=0.050, M=-5.519e+000
9 17 23 -> ~55 fr=41 (0.2950), cf=0.911, gamma=1.184, delta=0.046, M=-5.496e+000
9 17 23 -> 56 fr=41 (0.2950), cf=0.911, gamma=1.184, delta=0.046, M=-5.496e+000
23 -> ~55 fr=90 (0.6475), cf=0.826, gamma=1.073, delta=0.044, M=-5.466e+000
6 11 -> 55 fr=30 (0.2158), cf=0.283, gamma=1.229, delta=0.040, M=-5.354e+000
6 11 -> ~56 fr=30 (0.2158), cf=0.283, gamma=1.229, delta=0.040, M=-5.354e+000
18 39 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.299, delta=0.028, M=-4.770e+000
18 39 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.299, delta=0.028, M=-4.770e+000
17 21 -> ~55 fr=54 (0.3885), cf=0.871, gamma=1.131, delta=0.045, M=-4.742e+000
17 21 -> 56 fr=54 (0.3885), cf=0.871, gamma=1.131, delta=0.045, M=-4.742e+000
34 39 52 -> ~55 fr=38 (0.2734), cf=0.905, gamma=1.175, delta=0.041, M=-4.718e+000
1 34 52 -> ~55 fr=38 (0.2734), cf=0.905, gamma=1.175, delta=0.041, M=-4.718e+000
34 39 52 -> 56 fr=38 (0.2734), cf=0.905, gamma=1.175, delta=0.041, M=-4.718e+000
1 34 52 -> 56 fr=38 (0.2734), cf=0.905, gamma=1.175, delta=0.041, M=-4.718e+000
34 52 -> ~55 fr=42 (0.3022), cf=0.894, gamma=1.161, delta=0.042, M=-4.656e+000
34 52 -> 56 fr=42 (0.3022), cf=0.894, gamma=1.161, delta=0.042, M=-4.656e+000
7 -> 56 fr=15 (0.1079), cf=1.000, gamma=1.299, delta=0.025, M=-4.170e+000
6 -> ~56 fr=32 (0.2302), cf=0.258, gamma=1.121, delta=0.025, M=-4.170e+000
1 52 -> ~55 fr=50 (0.3597), cf=0.862, gamma=1.120, delta=0.039, M=-3.812e+000
1 52 -> 56 fr=50 (0.3597), cf=0.862, gamma=1.120, delta=0.039, M=-3.812e+000
34 39 -> ~55 fr=60 (0.4317), cf=0.845, gamma=1.098, delta=0.038, M=-3.688e+000
34 39 -> 56 fr=60 (0.4317), cf=0.845, gamma=1.098, delta=0.038, M=-3.688e+000
