25 27 47 -> ~55 fr=72 (0.5180), cf=0.973, gamma=1.218, delta=0.093, M=-1.797e+001
23 25 -> 56 fr=74 (0.5324), cf=0.937, gamma=1.173, delta=0.079, M=-1.263e+001
15 17 27 -> ~55 fr=74 (0.5324), cf=0.937, gamma=1.173, delta=0.079, M=-1.263e+001
15 17 27 -> 56 fr=74 (0.5324), cf=0.937, gamma=1.173, delta=0.079, M=-1.263e+001
29 30 -> ~55 fr=94 (0.6763), cf=0.895, gamma=1.121, delta=0.073, M=-1.252e+001
29 30 -> 56 fr=94 (0.6763), cf=0.895, gamma=1.121, delta=0.073, M=-1.252e+001
6 11 14 54 -> 55 fr=15 (0.1079), cf=0.556, gamma=2.758, delta=0.069, M=-1.252e+001
6 11 14 54 -> ~56 fr=15 (0.1079), cf=0.556, gamma=2.758, delta=0.069, M=-1.252e+001
1 27 -> ~55 fr=91 (0.6547), cf=0.901, gamma=1.128, delta=0.074, M=-1.241e+001
1 27 -> 56 fr=91 (0.6547), cf=0.901, gamma=1.128, delta=0.074, M=-1.241e+001
17 21 25 -> ~55 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
1 25 53 -> ~55 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
17 21 25 -> 56 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
1 25 53 -> 56 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
27 29 -> ~55 fr=96 (0.6906), cf=0.889, gamma=1.113, delta=0.070, M=-1.216e+001
27 29 -> 56 fr=96 (0.6906), cf=0.889, gamma=1.113, delta=0.070, M=-1.216e+001
47 53 -> ~55 fr=63 (0.4532), cf=0.955, gamma=1.195, delta=0.074, M=-1.195e+001
47 53 -> 56 fr=63 (0.4532), cf=0.955, gamma=1.195, delta=0.074, M=-1.195e+001
27 39 -> ~55 fr=87 (0.6259), cf=0.906, gamma=1.135, delta=0.074, M=-1.193e+001
27 39 -> 56 fr=87 (0.6259), cf=0.906, gamma=1.135, delta=0.074, M=-1.193e+001
6 12 54 -> 55 fr=19 (0.1367), cf=0.442, gamma=2.194, delta=0.074, M=-1.193e+001
6 12 54 -> ~56 fr=19 (0.1367), cf=0.442, gamma=2.194, delta=0.074, M=-1.193e+001
11 14 54 -> 55 fr=15 (0.1079), cf=0.536, gamma=2.659, delta=0.067, M=-1.187e+001
6 14 54 -> 55 fr=15 (0.1079), cf=0.536, gamma=2.659, delta=0.067, M=-1.187e+001
11 14 54 -> ~56 fr=15 (0.1079), cf=0.536, gamma=2.659, delta=0.067, M=-1.187e+001
6 14 54 -> ~56 fr=15 (0.1079), cf=0.536, gamma=2.659, delta=0.067, M=-1.187e+001
25 34 53 -> ~55 fr=43 (0.3094), cf=1.000, gamma=1.252, delta=0.062, M=-1.182e+001
25 34 53 -> 56 fr=43 (0.3094), cf=1.000, gamma=1.252, delta=0.062, M=-1.182e+001
25 53 -> ~55 fr=57 (0.4101), cf=0.966, gamma=1.210, delta=0.071, M=-1.175e+001
6 12 -> 55 fr=26 (0.1871), cf=0.325, gamma=1.613, delta=0.071, M=-1.175e+001
25 53 -> 56 fr=57 (0.4101), cf=0.966, gamma=1.210, delta=0.071, M=-1.175e+001
6 12 -> ~56 fr=26 (0.1871), cf=0.325, gamma=1.613, delta=0.071, M=-1.175e+001
30 -> ~55 fr=100 (0.7194), cf=0.877, gamma=1.098, delta=0.064, M=-1.166e+001
27 -> ~55 fr=102 (0.7338), cf=0.872, gamma=1.092, delta=0.062, M=-1.155e+001
29 47 -> ~55 fr=92 (0.6619), cf=0.893, gamma=1.119, delta=0.070, M=-1.143e+001
29 47 -> 56 fr=92 (0.6619), cf=0.893, gamma=1.119, delta=0.070, M=-1.143e+001
15 17 29 -> ~55 fr=71 (0.5108), cf=0.934, gamma=1.170, delta=0.074, M=-1.142e+001
15 17 29 -> 56 fr=71 (0.5108), cf=0.934, gamma=1.170, delta=0.074, M=-1.142e+001
21 25 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.209, delta=0.070, M=-1.140e+001
21 25 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.209, delta=0.070, M=-1.140e+001
6 11 14 -> 55 fr=18 (0.1295), cf=0.450, gamma=2.234, delta=0.072, M=-1.139e+001
6 11 14 -> ~56 fr=18 (0.1295), cf=0.450, gamma=2.234, delta=0.072, M=-1.139e+001
14 54 -> 55 fr=15 (0.1079), cf=0.517, gamma=2.568, delta=0.066, M=-1.125e+001
14 54 -> ~56 fr=15 (0.1079), cf=0.517, gamma=2.568, delta=0.066, M=-1.125e+001
11 12 54 -> 55 fr=19 (0.1367), cf=0.422, gamma=2.096, delta=0.071, M=-1.100e+001
11 12 54 -> ~56 fr=19 (0.1367), cf=0.422, gamma=2.096, delta=0.071, M=-1.100e+001
25 -> ~55 fr=81 (0.5827), cf=0.910, gamma=1.140, delta=0.071, M=-1.075e+001
25 -> 56 fr=81 (0.5827), cf=0.910, gamma=1.140, delta=0.071, M=-1.075e+001
1 39 53 -> ~55 fr=54 (0.3885), cf=0.964, gamma=1.208, delta=0.067, M=-1.070e+001
1 39 53 -> 56 fr=54 (0.3885), cf=0.964, gamma=1.208, delta=0.067, M=-1.070e+001
6 11 54 -> 55 fr=21 (0.1511), cf=0.382, gamma=1.895, delta=0.071, M=-1.061e+001
6 11 54 -> ~56 fr=21 (0.1511), cf=0.382, gamma=1.895, delta=0.071, M=-1.061e+001
23 47 -> ~55 fr=84 (0.6043), cf=0.903, gamma=1.131, delta=0.070, M=-1.056e+001
23 47 -> 56 fr=84 (0.6043), cf=0.903, gamma=1.131, delta=0.070, M=-1.056e+001
34 53 -> ~55 fr=47 (0.3381), cf=0.979, gamma=1.226, delta=0.062, M=-1.050e+001
34 53 -> 56 fr=47 (0.3381), cf=0.979, gamma=1.226, delta=0.062, M=-1.050e+001
23 29 34 52 -> ~55 fr=39 (0.2806), cf=1.000, gamma=1.252, delta=0.057, M=-1.049e+001
23 29 34 52 -> 56 fr=39 (0.2806), cf=1.000, gamma=1.252, delta=0.057, M=-1.049e+001
6 14 -> 55 fr=19 (0.1367), cf=0.404, gamma=2.007, delta=0.069, M=-1.014e+001
12 54 -> 55 fr=19 (0.1367), cf=0.404, gamma=2.007, delta=0.069, M=-1.014e+001
6 14 -> ~56 fr=19 (0.1367), cf=0.404, gamma=2.007, delta=0.069, M=-1.014e+001
12 54 -> ~56 fr=19 (0.1367), cf=0.404, gamma=2.007, delta=0.069, M=-1.014e+001
23 29 -> ~55 fr=89 (0.6403), cf=0.890, gamma=1.115, delta=0.066, M=-9.960e+000
23 29 -> 56 fr=89 (0.6403), cf=0.890, gamma=1.115, delta=0.066, M=-9.960e+000
15 29 -> ~55 fr=71 (0.5108), cf=0.922, gamma=1.155, delta=0.068, M=-9.848e+000
15 29 -> 56 fr=71 (0.5108), cf=0.922, gamma=1.155, delta=0.068, M=-9.848e+000
15 39 53 -> ~55 fr=44 (0.3165), cf=0.978, gamma=1.224, delta=0.058, M=-9.531e+000
15 39 53 -> 56 fr=44 (0.3165), cf=0.978, gamma=1.224, delta=0.058, M=-9.531e+000
11 12 -> 55 fr=25 (0.1799), cf=0.313, gamma=1.551, delta=0.064, M=-9.513e+000
11 12 -> ~56 fr=25 (0.1799), cf=0.313, gamma=1.551, delta=0.064, M=-9.513e+000
39 53 -> ~55 fr=61 (0.4388), cf=0.938, gamma=1.175, delta=0.065, M=-9.489e+000
1 53 -> ~55 fr=61 (0.4388), cf=0.938, gamma=1.175, delta=0.065, M=-9.489e+000
39 53 -> 56 fr=61 (0.4388), cf=0.938, gamma=1.175, delta=0.065, M=-9.489e+000
1 53 -> 56 fr=61 (0.4388), cf=0.938, gamma=1.175, delta=0.065, M=-9.489e+000
17 19 53 -> ~55 fr=50 (0.3597), cf=0.962, gamma=1.204, delta=0.061, M=-9.392e+000
17 19 53 -> 56 fr=50 (0.3597), cf=0.962, gamma=1.204, delta=0.061, M=-9.392e+000
13 29 -> ~55 fr=43 (0.3094), cf=0.977, gamma=1.224, delta=0.057, M=-9.218e+000
13 29 -> 56 fr=43 (0.3094), cf=0.977, gamma=1.224, delta=0.057, M=-9.218e+000
15 47 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.152, delta=0.066, M=-9.148e+000
15 47 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.152, delta=0.066, M=-9.148e+000
11 54 -> 55 fr=21 (0.1511), cf=0.356, gamma=1.767, delta=0.066, M=-9.121e+000
6 54 -> 55 fr=21 (0.1511), cf=0.356, gamma=1.767, delta=0.066, M=-9.121e+000
11 54 -> ~56 fr=21 (0.1511), cf=0.356, gamma=1.767, delta=0.066, M=-9.121e+000
6 54 -> ~56 fr=21 (0.1511), cf=0.356, gamma=1.767, delta=0.066, M=-9.121e+000
1 47 -> ~55 fr=90 (0.6475), cf=0.882, gamma=1.105, delta=0.061, M=-9.067e+000
1 47 -> 56 fr=90 (0.6475), cf=0.882, gamma=1.105, delta=0.061, M=-9.067e+000
15 17 -> ~55 fr=76 (0.5468), cf=0.905, gamma=1.133, delta=0.064, M=-8.820e+000
15 17 -> 56 fr=76 (0.5468), cf=0.905, gamma=1.133, delta=0.064, M=-8.820e+000
47 -> ~55 fr=100 (0.7194), cf=0.862, gamma=1.080, delta=0.053, M=-8.799e+000
11 14 -> 55 fr=18 (0.1295), cf=0.391, gamma=1.943, delta=0.063, M=-8.783e+000
11 14 -> ~56 fr=18 (0.1295), cf=0.391, gamma=1.943, delta=0.063, M=-8.783e+000
1 29 -> ~55 fr=89 (0.6403), cf=0.881, gamma=1.103, delta=0.060, M=-8.635e+000
1 29 -> 56 fr=89 (0.6403), cf=0.881, gamma=1.103, delta=0.060, M=-8.635e+000
17 21 53 -> ~55 fr=40 (0.2878), cf=0.976, gamma=1.222, delta=0.052, M=-8.303e+000
17 21 53 -> 56 fr=40 (0.2878), cf=0.976, gamma=1.222, delta=0.052, M=-8.303e+000
19 53 -> ~55 fr=57 (0.4101), cf=0.934, gamma=1.170, delta=0.060, M=-8.222e+000
19 53 -> 56 fr=57 (0.4101), cf=0.934, gamma=1.170, delta=0.060, M=-8.222e+000
13 53 -> ~55 fr=31 (0.2230), cf=1.000, gamma=1.252, delta=0.045, M=-7.989e+000
13 53 -> 56 fr=31 (0.2230), cf=1.000, gamma=1.252, delta=0.045, M=-7.989e+000
13 -> ~55 fr=45 (0.3237), cf=0.957, gamma=1.199, delta=0.054, M=-7.874e+000
13 -> 56 fr=45 (0.3237), cf=0.957, gamma=1.199, delta=0.054, M=-7.874e+000
53 -> ~55 fr=69 (0.4964), cf=0.908, gamma=1.137, delta=0.060, M=-7.792e+000
53 -> 56 fr=69 (0.4964), cf=0.908, gamma=1.137, delta=0.060, M=-7.792e+000
15 -> ~55 fr=76 (0.5468), cf=0.894, gamma=1.120, delta=0.058, M=-7.551e+000
15 -> 56 fr=76 (0.5468), cf=0.894, gamma=1.120, delta=0.058, M=-7.551e+000
9 17 19 29 -> ~55 fr=42 (0.3022), cf=0.955, gamma=1.195, delta=0.049, M=-7.023e+000
9 17 19 29 -> 56 fr=42 (0.3022), cf=0.955, gamma=1.195, delta=0.049, M=-7.023e+000
17 19 29 -> ~55 fr=70 (0.5036), cf=0.897, gamma=1.124, delta=0.055, M=-6.874e+000
17 19 29 -> 56 fr=70 (0.5036), cf=0.897, gamma=1.124, delta=0.055, M=-6.874e+000
1 17 21 23 -> ~55 fr=47 (0.3381), cf=0.940, gamma=1.177, delta=0.051, M=-6.836e+000
1 17 21 23 -> 56 fr=47 (0.3381), cf=0.940, gamma=1.177, delta=0.051, M=-6.836e+000
9 17 29 39 -> ~55 fr=41 (0.2950), cf=0.953, gamma=1.194, delta=0.048, M=-6.750e+000
9 17 29 39 -> 56 fr=41 (0.2950), cf=0.953, gamma=1.194, delta=0.048, M=-6.750e+000
29 39 -> ~55 fr=87 (0.6259), cf=0.870, gamma=1.089, delta=0.051, M=-6.670e+000
29 39 -> 56 fr=87 (0.6259), cf=0.870, gamma=1.089, delta=0.051, M=-6.670e+000
9 17 29 -> ~55 fr=46 (0.3309), cf=0.939, gamma=1.176, delta=0.049, M=-6.567e+000
9 17 29 -> 56 fr=46 (0.3309), cf=0.939, gamma=1.176, delta=0.049, M=-6.567e+000
17 21 23 -> ~55 fr=51 (0.3669), cf=0.927, gamma=1.161, delta=0.051, M=-6.515e+000
17 21 23 -> 56 fr=51 (0.3669), cf=0.927, gamma=1.161, delta=0.051, M=-6.515e+000
1 23 34 -> ~55 fr=50 (0.3597), cf=0.926, gamma=1.159, delta=0.049, M=-6.251e+000
1 23 34 -> 56 fr=50 (0.3597), cf=0.926, gamma=1.159, delta=0.049, M=-6.251e+000
23 34 52 -> ~55 fr=39 (0.2806), cf=0.951, gamma=1.191, delta=0.045, M=-6.216e+000
23 34 52 -> 56 fr=39 (0.2806), cf=0.951, gamma=1.191, delta=0.045, M=-6.216e+000
1 23 -> ~55 fr=82 (0.5899), cf=0.872, gamma=1.092, delta=0.050, M=-6.095e+000
1 23 -> 56 fr=82 (0.5899), cf=0.872, gamma=1.092, delta=0.050, M=-6.095e+000
6 11 -> 55 fr=27 (0.1942), cf=0.255, gamma=1.264, delta=0.041, M=-6.051e+000
6 11 -> ~56 fr=27 (0.1942), cf=0.255, gamma=1.264, delta=0.041, M=-6.051e+000
23 34 39 -> ~55 fr=54 (0.3885), cf=0.915, gamma=1.146, delta=0.050, M=-6.033e+000
23 34 39 -> 56 fr=54 (0.3885), cf=0.915, gamma=1.146, delta=0.050, M=-6.033e+000
23 34 -> ~55 fr=58 (0.4173), cf=0.906, gamma=1.135, delta=0.050, M=-5.887e+000
23 34 -> 56 fr=58 (0.4173), cf=0.906, gamma=1.135, delta=0.050, M=-5.887e+000
9 29 -> ~55 fr=53 (0.3813), cf=0.914, gamma=1.144, delta=0.048, M=-5.779e+000
9 29 -> 56 fr=53 (0.3813), cf=0.914, gamma=1.144, delta=0.048, M=-5.779e+000
17 21 29 -> ~55 fr=53 (0.3813), cf=0.914, gamma=1.144, delta=0.048, M=-5.779e+000
17 21 29 -> 56 fr=53 (0.3813), cf=0.914, gamma=1.144, delta=0.048, M=-5.779e+000
29 -> ~55 fr=101 (0.7266), cf=0.842, gamma=1.054, delta=0.037, M=-5.609e+000
23 39 -> ~55 fr=79 (0.5683), cf=0.868, gamma=1.087, delta=0.046, M=-5.217e+000
23 39 -> 56 fr=79 (0.5683), cf=0.868, gamma=1.087, delta=0.046, M=-5.217e+000
17 21 -> ~55 fr=55 (0.3957), cf=0.902, gamma=1.129, delta=0.045, M=-5.147e+000
17 21 -> 56 fr=55 (0.3957), cf=0.902, gamma=1.129, delta=0.045, M=-5.147e+000
17 23 -> ~55 fr=78 (0.5612), cf=0.867, gamma=1.085, delta=0.044, M=-4.948e+000
17 23 -> 56 fr=78 (0.5612), cf=0.867, gamma=1.085, delta=0.044, M=-4.948e+000
18 39 -> ~55 fr=20 (0.1439), cf=1.000, gamma=1.252, delta=0.029, M=-4.885e+000
18 39 -> 56 fr=20 (0.1439), cf=1.000, gamma=1.252, delta=0.029, M=-4.885e+000
21 23 -> ~55 fr=57 (0.4101), cf=0.891, gamma=1.115, delta=0.042, M=-4.597e+000
21 23 -> 56 fr=57 (0.4101), cf=0.891, gamma=1.115, delta=0.042, M=-4.597e+000
23 -> ~55 fr=92 (0.6619), cf=0.844, gamma=1.057, delta=0.036, M=-4.292e+000
23 -> 56 fr=92 (0.6619), cf=0.844, gamma=1.057, delta=0.036, M=-4.292e+000
10 34 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.252, delta=0.025, M=-4.095e+000
10 34 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.252, delta=0.025, M=-4.095e+000
1 52 -> ~55 fr=53 (0.3813), cf=0.883, gamma=1.106, delta=0.037, M=-3.754e+000
1 52 -> 56 fr=53 (0.3813), cf=0.883, gamma=1.106, delta=0.037, M=-3.754e+000
34 39 52 -> ~55 fr=39 (0.2806), cf=0.907, gamma=1.136, delta=0.034, M=-3.715e+000
34 39 52 -> 56 fr=39 (0.2806), cf=0.907, gamma=1.136, delta=0.034, M=-3.715e+000
