25 27 29 -> ~55 fr=80 (0.5755), cf=0.952, gamma=1.226, delta=0.106, M=-2.085e+001
27 47 -> 56 fr=89 (0.6403), cf=0.890, gamma=1.145, delta=0.081, M=-1.360e+001
1 30 53 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.243, delta=0.079, M=-1.333e+001
1 30 53 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.243, delta=0.079, M=-1.333e+001
12 54 -> 55 fr=22 (0.1583), cf=0.468, gamma=2.099, delta=0.083, M=-1.332e+001
12 54 -> ~56 fr=22 (0.1583), cf=0.468, gamma=2.099, delta=0.083, M=-1.332e+001
15 29 47 -> ~55 fr=65 (0.4676), cf=0.942, gamma=1.212, delta=0.082, M=-1.314e+001
15 29 47 -> 56 fr=65 (0.4676), cf=0.942, gamma=1.212, delta=0.082, M=-1.314e+001
15 17 -> ~55 fr=76 (0.5468), cf=0.916, gamma=1.178, delta=0.083, M=-1.298e+001
15 17 -> 56 fr=76 (0.5468), cf=0.916, gamma=1.178, delta=0.083, M=-1.298e+001
19 30 53 -> ~55 fr=55 (0.3957), cf=0.965, gamma=1.242, delta=0.077, M=-1.293e+001
19 30 53 -> 56 fr=55 (0.3957), cf=0.965, gamma=1.242, delta=0.077, M=-1.293e+001
47 53 -> ~55 fr=60 (0.4317), cf=0.952, gamma=1.226, delta=0.079, M=-1.293e+001
47 53 -> 56 fr=60 (0.4317), cf=0.952, gamma=1.226, delta=0.079, M=-1.293e+001
34 53 -> ~55 fr=49 (0.3525), cf=0.980, gamma=1.261, delta=0.073, M=-1.285e+001
34 53 -> 56 fr=49 (0.3525), cf=0.980, gamma=1.261, delta=0.073, M=-1.285e+001
15 29 -> ~55 fr=72 (0.5180), cf=0.923, gamma=1.188, delta=0.082, M=-1.276e+001
15 29 -> 56 fr=72 (0.5180), cf=0.923, gamma=1.188, delta=0.082, M=-1.276e+001
30 53 -> ~55 fr=64 (0.4604), cf=0.941, gamma=1.211, delta=0.080, M=-1.272e+001
30 53 -> 56 fr=64 (0.4604), cf=0.941, gamma=1.211, delta=0.080, M=-1.272e+001
29 47 -> ~55 fr=90 (0.6475), cf=0.882, gamma=1.136, delta=0.077, M=-1.270e+001
1 27 -> ~55 fr=90 (0.6475), cf=0.882, gamma=1.136, delta=0.077, M=-1.270e+001
29 47 -> 56 fr=90 (0.6475), cf=0.882, gamma=1.136, delta=0.077, M=-1.270e+001
1 27 -> 56 fr=90 (0.6475), cf=0.882, gamma=1.136, delta=0.077, M=-1.270e+001
11 14 -> 55 fr=21 (0.1511), cf=0.467, gamma=2.092, delta=0.079, M=-1.233e+001
11 14 -> ~56 fr=21 (0.1511), cf=0.467, gamma=2.092, delta=0.079, M=-1.233e+001
15 30 -> ~55 fr=71 (0.5108), cf=0.922, gamma=1.187, delta=0.080, M=-1.232e+001
15 30 -> 56 fr=71 (0.5108), cf=0.922, gamma=1.187, delta=0.080, M=-1.232e+001
27 -> ~55 fr=100 (0.7194), cf=0.855, gamma=1.100, delta=0.065, M=-1.226e+001
23 29 34 52 -> ~55 fr=40 (0.2878), cf=1.000, gamma=1.287, delta=0.064, M=-1.217e+001
23 29 34 52 -> 56 fr=40 (0.2878), cf=1.000, gamma=1.287, delta=0.064, M=-1.217e+001
23 29 -> ~55 fr=89 (0.6403), cf=0.881, gamma=1.134, delta=0.076, M=-1.212e+001
23 29 -> 56 fr=89 (0.6403), cf=0.881, gamma=1.134, delta=0.076, M=-1.212e+001
23 30 -> ~55 fr=86 (0.6187), cf=0.887, gamma=1.141, delta=0.076, M=-1.192e+001
23 30 -> 56 fr=86 (0.6187), cf=0.887, gamma=1.141, delta=0.076, M=-1.192e+001
13 29 -> ~55 fr=46 (0.3309), cf=0.979, gamma=1.260, delta=0.068, M=-1.170e+001
13 29 -> 56 fr=46 (0.3309), cf=0.979, gamma=1.260, delta=0.068, M=-1.170e+001
30 -> ~55 fr=101 (0.7266), cf=0.849, gamma=1.092, delta=0.061, M=-1.163e+001
15 47 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.184, delta=0.077, M=-1.147e+001
15 47 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.184, delta=0.077, M=-1.147e+001
15 -> ~55 fr=76 (0.5468), cf=0.905, gamma=1.164, delta=0.077, M=-1.145e+001
15 -> 56 fr=76 (0.5468), cf=0.905, gamma=1.164, delta=0.077, M=-1.145e+001
1 39 53 -> ~55 fr=51 (0.3669), cf=0.962, gamma=1.238, delta=0.071, M=-1.139e+001
1 39 53 -> 56 fr=51 (0.3669), cf=0.962, gamma=1.238, delta=0.071, M=-1.139e+001
11 12 -> 55 fr=27 (0.1942), cf=0.360, gamma=1.614, delta=0.074, M=-1.112e+001
11 12 -> ~56 fr=27 (0.1942), cf=0.360, gamma=1.614, delta=0.074, M=-1.112e+001
17 19 53 -> ~55 fr=50 (0.3597), cf=0.962, gamma=1.238, delta=0.069, M=-1.102e+001
17 19 53 -> 56 fr=50 (0.3597), cf=0.962, gamma=1.238, delta=0.069, M=-1.102e+001
6 11 54 -> 55 fr=23 (0.1655), cf=0.411, gamma=1.842, delta=0.076, M=-1.101e+001
6 11 54 -> ~56 fr=23 (0.1655), cf=0.411, gamma=1.842, delta=0.076, M=-1.101e+001
6 54 -> 55 fr=24 (0.1727), cf=0.393, gamma=1.764, delta=0.075, M=-1.079e+001
6 54 -> ~56 fr=24 (0.1727), cf=0.393, gamma=1.764, delta=0.075, M=-1.079e+001
17 23 47 -> ~55 fr=71 (0.5108), cf=0.910, gamma=1.172, delta=0.075, M=-1.079e+001
17 23 47 -> 56 fr=71 (0.5108), cf=0.910, gamma=1.172, delta=0.075, M=-1.079e+001
39 53 -> ~55 fr=59 (0.4245), cf=0.937, gamma=1.205, delta=0.072, M=-1.074e+001
1 53 -> ~55 fr=59 (0.4245), cf=0.937, gamma=1.205, delta=0.072, M=-1.074e+001
39 53 -> 56 fr=59 (0.4245), cf=0.937, gamma=1.205, delta=0.072, M=-1.074e+001
1 53 -> 56 fr=59 (0.4245), cf=0.937, gamma=1.205, delta=0.072, M=-1.074e+001
1 29 -> ~55 fr=89 (0.6403), cf=0.873, gamma=1.123, delta=0.070, M=-1.073e+001
1 29 -> 56 fr=89 (0.6403), cf=0.873, gamma=1.123, delta=0.070, M=-1.073e+001
19 53 -> ~55 fr=57 (0.4101), cf=0.934, gamma=1.203, delta=0.069, M=-1.001e+001
19 53 -> 56 fr=57 (0.4101), cf=0.934, gamma=1.203, delta=0.069, M=-1.001e+001
23 47 -> ~55 fr=82 (0.5899), cf=0.882, gamma=1.135, delta=0.070, M=-9.986e+000
23 47 -> 56 fr=82 (0.5899), cf=0.882, gamma=1.135, delta=0.070, M=-9.986e+000
13 -> ~55 fr=47 (0.3381), cf=0.959, gamma=1.235, delta=0.064, M=-9.945e+000
13 -> 56 fr=47 (0.3381), cf=0.959, gamma=1.235, delta=0.064, M=-9.945e+000
17 21 53 -> ~55 fr=41 (0.2950), cf=0.976, gamma=1.256, delta=0.060, M=-9.909e+000
17 21 53 -> 56 fr=41 (0.2950), cf=0.976, gamma=1.256, delta=0.060, M=-9.909e+000
11 54 -> 55 fr=23 (0.1655), cf=0.383, gamma=1.719, delta=0.069, M=-9.399e+000
11 54 -> ~56 fr=23 (0.1655), cf=0.383, gamma=1.719, delta=0.069, M=-9.399e+000
53 -> ~55 fr=67 (0.4820), cf=0.905, gamma=1.165, delta=0.068, M=-9.244e+000
53 -> 56 fr=67 (0.4820), cf=0.905, gamma=1.165, delta=0.068, M=-9.244e+000
9 17 19 29 -> ~55 fr=43 (0.3094), cf=0.956, gamma=1.230, delta=0.058, M=-8.598e+000
9 17 19 29 -> 56 fr=43 (0.3094), cf=0.956, gamma=1.230, delta=0.058, M=-8.598e+000
9 17 29 39 -> ~55 fr=42 (0.3022), cf=0.955, gamma=1.229, delta=0.056, M=-8.276e+000
9 17 29 39 -> 56 fr=42 (0.3022), cf=0.955, gamma=1.229, delta=0.056, M=-8.276e+000
9 17 29 -> ~55 fr=47 (0.3381), cf=0.940, gamma=1.210, delta=0.059, M=-8.215e+000
9 17 29 -> 56 fr=47 (0.3381), cf=0.940, gamma=1.210, delta=0.059, M=-8.215e+000
29 -> ~55 fr=100 (0.7194), cf=0.833, gamma=1.073, delta=0.049, M=-8.149e+000
1 47 -> ~55 fr=86 (0.6187), cf=0.860, gamma=1.107, delta=0.060, M=-8.063e+000
1 47 -> 56 fr=86 (0.6187), cf=0.860, gamma=1.107, delta=0.060, M=-8.063e+000
23 34 52 -> ~55 fr=40 (0.2878), cf=0.952, gamma=1.226, delta=0.053, M=-7.647e+000
23 34 52 -> 56 fr=40 (0.2878), cf=0.952, gamma=1.226, delta=0.053, M=-7.647e+000
17 47 -> ~55 fr=82 (0.5899), cf=0.863, gamma=1.111, delta=0.059, M=-7.576e+000
17 47 -> 56 fr=82 (0.5899), cf=0.863, gamma=1.111, delta=0.059, M=-7.576e+000
47 -> ~55 fr=96 (0.6906), cf=0.835, gamma=1.074, delta=0.048, M=-7.014e+000
17 21 23 -> ~55 fr=52 (0.3741), cf=0.912, gamma=1.174, delta=0.055, M=-6.943e+000
17 21 23 -> 56 fr=52 (0.3741), cf=0.912, gamma=1.174, delta=0.055, M=-6.943e+000
1 23 -> ~55 fr=81 (0.5827), cf=0.853, gamma=1.097, delta=0.052, M=-6.165e+000
1 23 -> 56 fr=81 (0.5827), cf=0.853, gamma=1.097, delta=0.052, M=-6.165e+000
17 23 34 -> ~55 fr=53 (0.3813), cf=0.898, gamma=1.156, delta=0.051, M=-6.040e+000
17 23 34 -> 56 fr=53 (0.3813), cf=0.898, gamma=1.156, delta=0.051, M=-6.040e+000
17 23 -> ~55 fr=77 (0.5540), cf=0.856, gamma=1.101, delta=0.051, M=-5.843e+000
17 23 -> 56 fr=77 (0.5540), cf=0.856, gamma=1.101, delta=0.051, M=-5.843e+000
23 34 -> ~55 fr=60 (0.4317), cf=0.882, gamma=1.136, delta=0.052, M=-5.826e+000
23 34 -> 56 fr=60 (0.4317), cf=0.882, gamma=1.136, delta=0.052, M=-5.826e+000
6 11 -> 55 fr=29 (0.2086), cf=0.279, gamma=1.250, delta=0.042, M=-5.610e+000
6 11 -> ~56 fr=29 (0.2086), cf=0.279, gamma=1.250, delta=0.042, M=-5.610e+000
21 23 -> ~55 fr=58 (0.4173), cf=0.879, gamma=1.131, delta=0.048, M=-5.292e+000
21 23 -> 56 fr=58 (0.4173), cf=0.879, gamma=1.131, delta=0.048, M=-5.292e+000
23 39 -> ~55 fr=78 (0.5612), cf=0.848, gamma=1.091, delta=0.047, M=-5.217e+000
23 39 -> 56 fr=78 (0.5612), cf=0.848, gamma=1.091, delta=0.047, M=-5.217e+000
23 52 -> ~55 fr=49 (0.3525), cf=0.891, gamma=1.147, delta=0.045, M=-4.994e+000
23 52 -> 56 fr=49 (0.3525), cf=0.891, gamma=1.147, delta=0.045, M=-4.994e+000
23 -> ~55 fr=91 (0.6547), cf=0.827, gamma=1.065, delta=0.040, M=-4.877e+000
17 21 -> ~55 fr=56 (0.4029), cf=0.875, gamma=1.126, delta=0.045, M=-4.788e+000
17 21 -> 56 fr=56 (0.4029), cf=0.875, gamma=1.126, delta=0.045, M=-4.788e+000
34 39 52 -> ~55 fr=39 (0.2806), cf=0.907, gamma=1.167, delta=0.040, M=-4.644e+000
1 34 52 -> ~55 fr=39 (0.2806), cf=0.907, gamma=1.167, delta=0.040, M=-4.644e+000
34 39 52 -> 56 fr=39 (0.2806), cf=0.907, gamma=1.167, delta=0.040, M=-4.644e+000
1 34 52 -> 56 fr=39 (0.2806), cf=0.907, gamma=1.167, delta=0.040, M=-4.644e+000
6 8 -> 55 fr=20 (0.1439), cf=0.323, gamma=1.446, delta=0.044, M=-4.600e+000
6 8 -> ~56 fr=20 (0.1439), cf=0.323, gamma=1.446, delta=0.044, M=-4.600e+000
18 39 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.287, delta=0.027, M=-4.599e+000
18 39 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.287, delta=0.027, M=-4.599e+000
10 34 52 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.287, delta=0.027, M=-4.599e+000
10 34 52 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.287, delta=0.027, M=-4.599e+000
34 52 -> ~55 fr=43 (0.3094), cf=0.896, gamma=1.153, delta=0.041, M=-4.552e+000
34 52 -> 56 fr=43 (0.3094), cf=0.896, gamma=1.153, delta=0.041, M=-4.552e+000
1 52 -> ~55 fr=54 (0.3885), cf=0.871, gamma=1.121, delta=0.042, M=-4.314e+000
1 52 -> 56 fr=54 (0.3885), cf=0.871, gamma=1.121, delta=0.042, M=-4.314e+000
9 17 -> ~55 fr=50 (0.3597), cf=0.877, gamma=1.129, delta=0.041, M=-4.281e+000
9 17 -> 56 fr=50 (0.3597), cf=0.877, gamma=1.129, delta=0.041, M=-4.281e+000
7 -> 56 fr=15 (0.1079), cf=1.000, gamma=1.287, delta=0.024, M=-4.021e+000
6 -> ~56 fr=31 (0.2230), cf=0.250, gamma=1.121, delta=0.024, M=-4.021e+000
52 -> ~55 fr=59 (0.4245), cf=0.855, gamma=1.101, delta=0.039, M=-3.790e+000
52 -> 56 fr=59 (0.4245), cf=0.855, gamma=1.101, delta=0.039, M=-3.790e+000
