25 27 29 -> ~55 fr=79 (0.5683), cf=0.975, gamma=1.244, delta=0.111, M=-2.398e+001
25 30 47 -> ~55 fr=72 (0.5180), cf=0.960, gamma=1.224, delta=0.095, M=-1.754e+001
25 30 47 -> 56 fr=72 (0.5180), cf=0.960, gamma=1.224, delta=0.095, M=-1.754e+001
6 12 24 -> 55 fr=21 (0.1511), cf=0.553, gamma=2.561, delta=0.092, M=-1.747e+001
6 12 24 -> ~56 fr=21 (0.1511), cf=0.553, gamma=2.561, delta=0.092, M=-1.747e+001
23 27 -> ~55 fr=89 (0.6403), cf=0.918, gamma=1.170, delta=0.093, M=-1.726e+001
23 27 -> 56 fr=89 (0.6403), cf=0.918, gamma=1.170, delta=0.093, M=-1.726e+001
23 25 -> ~55 fr=75 (0.5396), cf=0.949, gamma=1.211, delta=0.094, M=-1.692e+001
23 25 -> 56 fr=75 (0.5396), cf=0.949, gamma=1.211, delta=0.094, M=-1.692e+001
6 11 24 -> 55 fr=21 (0.1511), cf=0.538, gamma=2.495, delta=0.091, M=-1.679e+001
6 11 24 -> ~56 fr=21 (0.1511), cf=0.538, gamma=2.495, delta=0.091, M=-1.679e+001
6 14 54 -> 55 fr=18 (0.1295), cf=0.621, gamma=2.876, delta=0.084, M=-1.677e+001
6 14 54 -> ~56 fr=18 (0.1295), cf=0.621, gamma=2.876, delta=0.084, M=-1.677e+001
6 24 -> 55 fr=22 (0.1583), cf=0.512, gamma=2.371, delta=0.092, M=-1.662e+001
6 24 -> ~56 fr=22 (0.1583), cf=0.512, gamma=2.371, delta=0.092, M=-1.662e+001
25 47 -> ~55 fr=74 (0.5324), cf=0.949, gamma=1.210, delta=0.092, M=-1.642e+001
25 47 -> 56 fr=74 (0.5324), cf=0.949, gamma=1.210, delta=0.092, M=-1.642e+001
15 25 30 -> ~55 fr=59 (0.4245), cf=0.983, gamma=1.254, delta=0.086, M=-1.632e+001
15 25 30 -> 56 fr=59 (0.4245), cf=0.983, gamma=1.254, delta=0.086, M=-1.632e+001
29 30 -> ~55 fr=95 (0.6835), cf=0.896, gamma=1.143, delta=0.085, M=-1.613e+001
29 30 -> 56 fr=95 (0.6835), cf=0.896, gamma=1.143, delta=0.085, M=-1.613e+001
15 23 29 -> ~55 fr=64 (0.4604), cf=0.970, gamma=1.237, delta=0.088, M=-1.602e+001
15 23 29 -> 56 fr=64 (0.4604), cf=0.970, gamma=1.237, delta=0.088, M=-1.602e+001
6 12 54 -> 55 fr=22 (0.1583), cf=0.500, gamma=2.317, delta=0.090, M=-1.601e+001
6 12 54 -> ~56 fr=22 (0.1583), cf=0.500, gamma=2.317, delta=0.090, M=-1.601e+001
14 54 -> 55 fr=18 (0.1295), cf=0.600, gamma=2.780, delta=0.083, M=-1.596e+001
14 54 -> ~56 fr=18 (0.1295), cf=0.600, gamma=2.780, delta=0.083, M=-1.596e+001
25 30 -> ~55 fr=77 (0.5540), cf=0.939, gamma=1.197, delta=0.091, M=-1.596e+001
25 30 -> 56 fr=77 (0.5540), cf=0.939, gamma=1.197, delta=0.091, M=-1.596e+001
26 -> 55 fr=14 (0.1007), cf=0.737, gamma=3.414, delta=0.071, M=-1.570e+001
15 25 -> ~55 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
15 25 -> 56 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
23 29 47 -> ~55 fr=83 (0.5971), cf=0.922, gamma=1.176, delta=0.089, M=-1.547e+001
23 29 47 -> 56 fr=83 (0.5971), cf=0.922, gamma=1.176, delta=0.089, M=-1.547e+001
27 -> ~55 fr=102 (0.7338), cf=0.872, gamma=1.112, delta=0.074, M=-1.529e+001
25 53 -> ~55 fr=55 (0.3957), cf=0.982, gamma=1.252, delta=0.080, M=-1.463e+001
25 53 -> 56 fr=55 (0.3957), cf=0.982, gamma=1.252, delta=0.080, M=-1.463e+001
11 12 24 -> 55 fr=20 (0.1439), cf=0.513, gamma=2.376, delta=0.083, M=-1.446e+001
11 12 24 -> ~56 fr=20 (0.1439), cf=0.513, gamma=2.376, delta=0.083, M=-1.446e+001
25 -> ~55 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
25 -> 56 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
23 30 47 -> ~55 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
23 30 47 -> 56 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
12 24 -> 55 fr=21 (0.1511), cf=0.488, gamma=2.263, delta=0.084, M=-1.432e+001
12 24 -> ~56 fr=21 (0.1511), cf=0.488, gamma=2.263, delta=0.084, M=-1.432e+001
12 54 -> 55 fr=22 (0.1583), cf=0.468, gamma=2.169, delta=0.085, M=-1.431e+001
12 54 -> ~56 fr=22 (0.1583), cf=0.468, gamma=2.169, delta=0.085, M=-1.431e+001
1 29 47 -> ~55 fr=84 (0.6043), cf=0.913, gamma=1.164, delta=0.085, M=-1.431e+001
1 29 47 -> 56 fr=84 (0.6043), cf=0.913, gamma=1.164, delta=0.085, M=-1.431e+001
15 23 -> ~55 fr=65 (0.4676), cf=0.956, gamma=1.219, delta=0.084, M=-1.428e+001
15 23 -> 56 fr=65 (0.4676), cf=0.956, gamma=1.219, delta=0.084, M=-1.428e+001
1 23 29 -> ~55 fr=80 (0.5755), cf=0.920, gamma=1.173, delta=0.085, M=-1.390e+001
1 23 29 -> 56 fr=80 (0.5755), cf=0.920, gamma=1.173, delta=0.085, M=-1.390e+001
30 53 -> ~55 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
30 53 -> 56 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
15 17 29 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 17 29 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
47 53 -> ~55 fr=63 (0.4532), cf=0.955, gamma=1.217, delta=0.081, M=-1.343e+001
47 53 -> 56 fr=63 (0.4532), cf=0.955, gamma=1.217, delta=0.081, M=-1.343e+001
1 30 47 -> ~55 fr=85 (0.6115), cf=0.904, gamma=1.153, delta=0.081, M=-1.323e+001
1 30 47 -> 56 fr=85 (0.6115), cf=0.904, gamma=1.153, delta=0.081, M=-1.323e+001
30 47 -> ~55 fr=93 (0.6691), cf=0.886, gamma=1.129, delta=0.077, M=-1.317e+001
30 47 -> 56 fr=93 (0.6691), cf=0.886, gamma=1.129, delta=0.077, M=-1.317e+001
6 12 -> 55 fr=28 (0.2014), cf=0.350, gamma=1.622, delta=0.077, M=-1.307e+001
6 12 -> ~56 fr=28 (0.2014), cf=0.350, gamma=1.622, delta=0.077, M=-1.307e+001
23 29 -> ~55 fr=90 (0.6475), cf=0.891, gamma=1.136, delta=0.078, M=-1.289e+001
23 29 -> 56 fr=90 (0.6475), cf=0.891, gamma=1.136, delta=0.078, M=-1.289e+001
23 30 -> ~55 fr=87 (0.6259), cf=0.897, gamma=1.144, delta=0.079, M=-1.275e+001
23 30 -> 56 fr=87 (0.6259), cf=0.897, gamma=1.144, delta=0.079, M=-1.275e+001
29 47 -> ~55 fr=92 (0.6619), cf=0.885, gamma=1.128, delta=0.075, M=-1.256e+001
29 47 -> 56 fr=92 (0.6619), cf=0.885, gamma=1.128, delta=0.075, M=-1.256e+001
34 53 -> ~55 fr=48 (0.3453), cf=0.980, gamma=1.249, delta=0.069, M=-1.191e+001
34 53 -> 56 fr=48 (0.3453), cf=0.980, gamma=1.249, delta=0.069, M=-1.191e+001
15 29 -> ~55 fr=72 (0.5180), cf=0.923, gamma=1.177, delta=0.078, M=-1.188e+001
15 29 -> 56 fr=72 (0.5180), cf=0.923, gamma=1.177, delta=0.078, M=-1.188e+001
39 53 -> ~55 fr=58 (0.4173), cf=0.951, gamma=1.213, delta=0.073, M=-1.146e+001
39 53 -> 56 fr=58 (0.4173), cf=0.951, gamma=1.213, delta=0.073, M=-1.146e+001
1 29 -> ~55 fr=90 (0.6475), cf=0.882, gamma=1.125, delta=0.072, M=-1.143e+001
1 29 -> 56 fr=90 (0.6475), cf=0.882, gamma=1.125, delta=0.072, M=-1.143e+001
6 14 -> 55 fr=21 (0.1511), cf=0.429, gamma=1.986, delta=0.075, M=-1.127e+001
6 14 -> ~56 fr=21 (0.1511), cf=0.429, gamma=1.986, delta=0.075, M=-1.127e+001
13 29 -> ~55 fr=46 (0.3309), cf=0.979, gamma=1.248, delta=0.066, M=-1.119e+001
13 29 -> 56 fr=46 (0.3309), cf=0.979, gamma=1.248, delta=0.066, M=-1.119e+001
6 11 54 -> 55 fr=23 (0.1655), cf=0.397, gamma=1.837, delta=0.075, M=-1.117e+001
6 11 54 -> ~56 fr=23 (0.1655), cf=0.397, gamma=1.837, delta=0.075, M=-1.117e+001
6 54 -> 55 fr=24 (0.1727), cf=0.381, gamma=1.765, delta=0.075, M=-1.107e+001
15 30 -> ~55 fr=70 (0.5036), cf=0.921, gamma=1.175, delta=0.075, M=-1.107e+001
6 54 -> ~56 fr=24 (0.1727), cf=0.381, gamma=1.765, delta=0.075, M=-1.107e+001
15 30 -> 56 fr=70 (0.5036), cf=0.921, gamma=1.175, delta=0.075, M=-1.107e+001
15 47 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 47 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 17 -> ~55 fr=76 (0.5468), cf=0.905, gamma=1.154, delta=0.073, M=-1.054e+001
15 17 -> 56 fr=76 (0.5468), cf=0.905, gamma=1.154, delta=0.073, M=-1.054e+001
30 -> ~55 fr=100 (0.7194), cf=0.855, gamma=1.090, delta=0.059, M=-1.054e+001
1 53 -> ~55 fr=60 (0.4317), cf=0.938, gamma=1.196, delta=0.071, M=-1.045e+001
1 53 -> 56 fr=60 (0.4317), cf=0.938, gamma=1.196, delta=0.071, M=-1.045e+001
17 23 47 -> ~55 fr=72 (0.5180), cf=0.911, gamma=1.162, delta=0.072, M=-1.037e+001
17 23 47 -> 56 fr=72 (0.5180), cf=0.911, gamma=1.162, delta=0.072, M=-1.037e+001
23 47 -> ~55 fr=85 (0.6115), cf=0.885, gamma=1.129, delta=0.070, M=-1.032e+001
23 47 -> 56 fr=85 (0.6115), cf=0.885, gamma=1.129, delta=0.070, M=-1.032e+001
23 53 -> ~55 fr=59 (0.4245), cf=0.937, gamma=1.194, delta=0.069, M=-1.009e+001
23 53 -> 56 fr=59 (0.4245), cf=0.937, gamma=1.194, delta=0.069, M=-1.009e+001
11 54 -> 55 fr=23 (0.1655), cf=0.377, gamma=1.747, delta=0.071, M=-9.978e+000
11 54 -> ~56 fr=23 (0.1655), cf=0.377, gamma=1.747, delta=0.071, M=-9.978e+000
29 39 -> ~55 fr=87 (0.6259), cf=0.879, gamma=1.121, delta=0.067, M=-9.918e+000
29 39 -> 56 fr=87 (0.6259), cf=0.879, gamma=1.121, delta=0.067, M=-9.918e+000
53 -> ~55 fr=67 (0.4820), cf=0.918, gamma=1.170, delta=0.070, M=-9.916e+000
53 -> 56 fr=67 (0.4820), cf=0.918, gamma=1.170, delta=0.070, M=-9.916e+000
29 -> ~55 fr=101 (0.7266), cf=0.849, gamma=1.082, delta=0.055, M=-9.868e+000
13 -> ~55 fr=48 (0.3453), cf=0.960, gamma=1.224, delta=0.063, M=-9.778e+000
13 -> 56 fr=48 (0.3453), cf=0.960, gamma=1.224, delta=0.063, M=-9.778e+000
1 47 -> ~55 fr=91 (0.6547), cf=0.867, gamma=1.105, delta=0.062, M=-9.257e+000
1 47 -> 56 fr=91 (0.6547), cf=0.867, gamma=1.105, delta=0.062, M=-9.257e+000
15 -> ~55 fr=76 (0.5468), cf=0.894, gamma=1.140, delta=0.067, M=-9.184e+000
15 -> 56 fr=76 (0.5468), cf=0.894, gamma=1.140, delta=0.067, M=-9.184e+000
47 -> ~55 fr=99 (0.7122), cf=0.839, gamma=1.070, delta=0.047, M=-7.288e+000
23 34 52 -> ~55 fr=38 (0.2734), cf=0.950, gamma=1.211, delta=0.048, M=-6.671e+000
23 34 52 -> 56 fr=38 (0.2734), cf=0.950, gamma=1.211, delta=0.048, M=-6.671e+000
17 21 23 -> ~55 fr=51 (0.3669), cf=0.911, gamma=1.161, delta=0.051, M=-6.184e+000
17 21 23 -> 56 fr=51 (0.3669), cf=0.911, gamma=1.161, delta=0.051, M=-6.184e+000
17 23 -> ~55 fr=77 (0.5540), cf=0.865, gamma=1.103, delta=0.052, M=-6.090e+000
17 23 -> 56 fr=77 (0.5540), cf=0.865, gamma=1.103, delta=0.052, M=-6.090e+000
23 39 -> ~55 fr=80 (0.5755), cf=0.860, gamma=1.097, delta=0.051, M=-6.033e+000
23 39 -> 56 fr=80 (0.5755), cf=0.860, gamma=1.097, delta=0.051, M=-6.033e+000
1 23 -> ~55 fr=83 (0.5971), cf=0.856, gamma=1.091, delta=0.050, M=-6.012e+000
1 23 -> 56 fr=83 (0.5971), cf=0.856, gamma=1.091, delta=0.050, M=-6.012e+000
23 -> ~55 fr=93 (0.6691), cf=0.838, gamma=1.068, delta=0.043, M=-5.595e+000
18 39 -> ~55 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
18 39 -> 56 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
9 17 21 -> ~55 fr=33 (0.2374), cf=0.917, gamma=1.169, delta=0.034, M=-4.044e+000
9 17 21 -> 56 fr=33 (0.2374), cf=0.917, gamma=1.169, delta=0.034, M=-4.044e+000
1 34 52 -> ~55 fr=37 (0.2662), cf=0.902, gamma=1.151, delta=0.035, M=-3.879e+000
1 34 52 -> 56 fr=37 (0.2662), cf=0.902, gamma=1.151, delta=0.035, M=-3.879e+000
6 8 -> 55 fr=18 (0.1295), cf=0.305, gamma=1.414, delta=0.038, M=-3.738e+000
6 8 -> ~56 fr=18 (0.1295), cf=0.305, gamma=1.414, delta=0.038, M=-3.738e+000
1 52 -> ~55 fr=53 (0.3813), cf=0.869, gamma=1.108, delta=0.037, M=-3.695e+000
17 21 -> ~55 fr=53 (0.3813), cf=0.869, gamma=1.108, delta=0.037, M=-3.695e+000
1 52 -> 56 fr=53 (0.3813), cf=0.869, gamma=1.108, delta=0.037, M=-3.695e+000
17 21 -> 56 fr=53 (0.3813), cf=0.869, gamma=1.108, delta=0.037, M=-3.695e+000
34 39 52 -> ~55 fr=36 (0.2590), cf=0.900, gamma=1.148, delta=0.033, M=-3.664e+000
34 39 52 -> 56 fr=36 (0.2590), cf=0.900, gamma=1.148, delta=0.033, M=-3.664e+000
6 11 -> 55 fr=28 (0.2014), cf=0.252, gamma=1.169, delta=0.029, M=-3.605e+000
6 11 -> ~56 fr=28 (0.2014), cf=0.252, gamma=1.169, delta=0.029, M=-3.605e+000
21 34 52 -> ~55 fr=26 (0.1871), cf=0.929, gamma=1.184, delta=0.029, M=-3.605e+000
21 34 52 -> 56 fr=26 (0.1871), cf=0.929, gamma=1.184, delta=0.029, M=-3.605e+000
10 34 52 -> ~55 fr=14 (0.1007), cf=1.000, gamma=1.275, delta=0.022, M=-3.598e+000
10 34 52 -> 56 fr=14 (0.1007), cf=1.000, gamma=1.275, delta=0.022, M=-3.598e+000
34 52 -> ~55 fr=40 (0.2878), cf=0.889, gamma=1.134, delta=0.034, M=-3.568e+000
34 52 -> 56 fr=40 (0.2878), cf=0.889, gamma=1.134, delta=0.034, M=-3.568e+000
