25 27 -> ~55 fr=78 (0.5612), cf=0.951, gamma=1.213, delta=0.099, M=-1.852e+001
17 21 25 -> 56 fr=53 (0.3813), cf=0.981, gamma=1.252, delta=0.077, M=-1.382e+001
1 27 29 -> ~55 fr=83 (0.5971), cf=0.912, gamma=1.163, delta=0.084, M=-1.378e+001
1 27 29 -> 56 fr=83 (0.5971), cf=0.912, gamma=1.163, delta=0.084, M=-1.378e+001
23 27 -> ~55 fr=86 (0.6187), cf=0.905, gamma=1.154, delta=0.083, M=-1.376e+001
23 27 -> 56 fr=86 (0.6187), cf=0.905, gamma=1.154, delta=0.083, M=-1.376e+001
1 23 29 -> ~55 fr=76 (0.5468), cf=0.927, gamma=1.182, delta=0.084, M=-1.366e+001
1 23 29 -> 56 fr=76 (0.5468), cf=0.927, gamma=1.182, delta=0.084, M=-1.366e+001
47 53 -> ~55 fr=63 (0.4532), cf=0.955, gamma=1.217, delta=0.081, M=-1.343e+001
47 53 -> 56 fr=63 (0.4532), cf=0.955, gamma=1.217, delta=0.081, M=-1.343e+001
23 29 47 -> ~55 fr=79 (0.5683), cf=0.919, gamma=1.171, delta=0.083, M=-1.341e+001
23 29 47 -> 56 fr=79 (0.5683), cf=0.919, gamma=1.171, delta=0.083, M=-1.341e+001
27 39 -> ~55 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
27 39 -> 56 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
12 54 -> 55 fr=21 (0.1511), cf=0.467, gamma=2.162, delta=0.081, M=-1.323e+001
12 54 -> ~56 fr=21 (0.1511), cf=0.467, gamma=2.162, delta=0.081, M=-1.323e+001
25 34 53 -> ~55 fr=44 (0.3165), cf=1.000, gamma=1.275, delta=0.068, M=-1.318e+001
25 34 53 -> 56 fr=44 (0.3165), cf=1.000, gamma=1.275, delta=0.068, M=-1.318e+001
15 17 29 -> ~55 fr=71 (0.5108), cf=0.934, gamma=1.191, delta=0.082, M=-1.312e+001
15 17 29 -> 56 fr=71 (0.5108), cf=0.934, gamma=1.191, delta=0.082, M=-1.312e+001
27 29 -> ~55 fr=95 (0.6835), cf=0.880, gamma=1.122, delta=0.074, M=-1.293e+001
27 29 -> 56 fr=95 (0.6835), cf=0.880, gamma=1.122, delta=0.074, M=-1.293e+001
11 12 24 -> 55 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
6 11 14 -> 55 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
11 12 24 -> ~56 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
6 11 14 -> ~56 fr=19 (0.1367), cf=0.500, gamma=2.317, delta=0.078, M=-1.289e+001
15 27 -> ~55 fr=74 (0.5324), cf=0.925, gamma=1.180, delta=0.081, M=-1.275e+001
15 27 -> 56 fr=74 (0.5324), cf=0.925, gamma=1.180, delta=0.081, M=-1.275e+001
12 24 -> 55 fr=20 (0.1439), cf=0.476, gamma=2.206, delta=0.079, M=-1.275e+001
12 24 -> ~56 fr=20 (0.1439), cf=0.476, gamma=2.206, delta=0.079, M=-1.275e+001
6 14 -> 55 fr=21 (0.1511), cf=0.457, gamma=2.115, delta=0.080, M=-1.271e+001
6 14 -> ~56 fr=21 (0.1511), cf=0.457, gamma=2.115, delta=0.080, M=-1.271e+001
21 25 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
25 53 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
21 25 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
25 53 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
1 30 53 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
1 30 53 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.231, delta=0.076, M=-1.268e+001
34 53 -> ~55 fr=50 (0.3597), cf=0.980, gamma=1.250, delta=0.072, M=-1.266e+001
34 53 -> 56 fr=50 (0.3597), cf=0.980, gamma=1.250, delta=0.072, M=-1.266e+001
23 30 47 -> ~55 fr=77 (0.5540), cf=0.917, gamma=1.169, delta=0.080, M=-1.248e+001
23 30 47 -> 56 fr=77 (0.5540), cf=0.917, gamma=1.169, delta=0.080, M=-1.248e+001
30 53 -> ~55 fr=65 (0.4676), cf=0.942, gamma=1.201, delta=0.078, M=-1.237e+001
30 53 -> 56 fr=65 (0.4676), cf=0.942, gamma=1.201, delta=0.078, M=-1.237e+001
27 47 -> ~55 fr=89 (0.6403), cf=0.890, gamma=1.135, delta=0.076, M=-1.233e+001
27 47 -> 56 fr=89 (0.6403), cf=0.890, gamma=1.135, delta=0.076, M=-1.233e+001
11 24 -> 55 fr=20 (0.1439), cf=0.465, gamma=2.155, delta=0.077, M=-1.222e+001
11 24 -> ~56 fr=20 (0.1439), cf=0.465, gamma=2.155, delta=0.077, M=-1.222e+001
27 -> ~55 fr=100 (0.7194), cf=0.862, gamma=1.099, delta=0.065, M=-1.199e+001
30 47 -> ~55 fr=91 (0.6547), cf=0.883, gamma=1.127, delta=0.074, M=-1.198e+001
30 47 -> 56 fr=91 (0.6547), cf=0.883, gamma=1.127, delta=0.074, M=-1.198e+001
1 39 53 -> ~55 fr=54 (0.3885), cf=0.964, gamma=1.230, delta=0.073, M=-1.191e+001
1 39 53 -> 56 fr=54 (0.3885), cf=0.964, gamma=1.230, delta=0.073, M=-1.191e+001
25 -> ~55 fr=79 (0.5683), cf=0.908, gamma=1.158, delta=0.078, M=-1.184e+001
25 -> 56 fr=79 (0.5683), cf=0.908, gamma=1.158, delta=0.078, M=-1.184e+001
15 29 39 -> ~55 fr=63 (0.4532), cf=0.940, gamma=1.199, delta=0.075, M=-1.158e+001
15 29 47 -> ~55 fr=63 (0.4532), cf=0.940, gamma=1.199, delta=0.075, M=-1.158e+001
15 29 39 -> 56 fr=63 (0.4532), cf=0.940, gamma=1.199, delta=0.075, M=-1.158e+001
15 29 47 -> 56 fr=63 (0.4532), cf=0.940, gamma=1.199, delta=0.075, M=-1.158e+001
15 29 -> ~55 fr=71 (0.5108), cf=0.922, gamma=1.176, delta=0.076, M=-1.147e+001
15 29 -> 56 fr=71 (0.5108), cf=0.922, gamma=1.176, delta=0.076, M=-1.147e+001
6 11 54 -> 55 fr=22 (0.1583), cf=0.415, gamma=1.923, delta=0.076, M=-1.139e+001
1 29 47 -> ~55 fr=78 (0.5612), cf=0.907, gamma=1.157, delta=0.076, M=-1.139e+001
6 11 54 -> ~56 fr=22 (0.1583), cf=0.415, gamma=1.923, delta=0.076, M=-1.139e+001
1 29 47 -> 56 fr=78 (0.5612), cf=0.907, gamma=1.157, delta=0.076, M=-1.139e+001
23 29 -> ~55 fr=87 (0.6259), cf=0.888, gamma=1.132, delta=0.073, M=-1.128e+001
23 29 -> 56 fr=87 (0.6259), cf=0.888, gamma=1.132, delta=0.073, M=-1.128e+001
39 53 -> ~55 fr=62 (0.4460), cf=0.939, gamma=1.198, delta=0.074, M=-1.119e+001
39 53 -> 56 fr=62 (0.4460), cf=0.939, gamma=1.198, delta=0.074, M=-1.119e+001
6 54 -> 55 fr=23 (0.1655), cf=0.397, gamma=1.837, delta=0.075, M=-1.117e+001
6 54 -> ~56 fr=23 (0.1655), cf=0.397, gamma=1.837, delta=0.075, M=-1.117e+001
13 29 -> ~55 fr=45 (0.3237), cf=0.978, gamma=1.248, delta=0.064, M=-1.083e+001
13 29 -> 56 fr=45 (0.3237), cf=0.978, gamma=1.248, delta=0.064, M=-1.083e+001
1 53 -> ~55 fr=61 (0.4388), cf=0.938, gamma=1.197, delta=0.072, M=-1.082e+001
1 53 -> 56 fr=61 (0.4388), cf=0.938, gamma=1.197, delta=0.072, M=-1.082e+001
15 30 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 30 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
30 -> ~55 fr=98 (0.7050), cf=0.860, gamma=1.096, delta=0.062, M=-1.056e+001
15 17 -> ~55 fr=76 (0.5468), cf=0.905, gamma=1.154, delta=0.073, M=-1.054e+001
15 17 -> 56 fr=76 (0.5468), cf=0.905, gamma=1.154, delta=0.073, M=-1.054e+001
17 19 53 -> ~55 fr=50 (0.3597), cf=0.962, gamma=1.226, delta=0.066, M=-1.047e+001
17 19 53 -> 56 fr=50 (0.3597), cf=0.962, gamma=1.226, delta=0.066, M=-1.047e+001
11 12 -> 55 fr=26 (0.1871), cf=0.347, gamma=1.606, delta=0.071, M=-1.045e+001
11 12 -> ~56 fr=26 (0.1871), cf=0.347, gamma=1.606, delta=0.071, M=-1.045e+001
29 47 -> ~55 fr=88 (0.6331), cf=0.880, gamma=1.122, delta=0.069, M=-1.040e+001
29 47 -> 56 fr=88 (0.6331), cf=0.880, gamma=1.122, delta=0.069, M=-1.040e+001
15 47 -> ~55 fr=68 (0.4892), cf=0.919, gamma=1.172, delta=0.072, M=-1.029e+001
15 47 -> 56 fr=68 (0.4892), cf=0.919, gamma=1.172, delta=0.072, M=-1.029e+001
17 23 47 -> ~55 fr=71 (0.5108), cf=0.910, gamma=1.161, delta=0.071, M=-9.978e+000
17 23 47 -> 56 fr=71 (0.5108), cf=0.910, gamma=1.161, delta=0.071, M=-9.978e+000
11 14 -> 55 fr=19 (0.1367), cf=0.432, gamma=2.001, delta=0.068, M=-9.865e+000
11 14 -> ~56 fr=19 (0.1367), cf=0.432, gamma=2.001, delta=0.068, M=-9.865e+000
11 54 -> 55 fr=22 (0.1583), cf=0.386, gamma=1.788, delta=0.070, M=-9.742e+000
11 54 -> ~56 fr=22 (0.1583), cf=0.386, gamma=1.788, delta=0.070, M=-9.742e+000
53 -> ~55 fr=70 (0.5036), cf=0.909, gamma=1.159, delta=0.069, M=-9.602e+000
53 -> 56 fr=70 (0.5036), cf=0.909, gamma=1.159, delta=0.069, M=-9.602e+000
1 29 -> ~55 fr=86 (0.6187), cf=0.878, gamma=1.119, delta=0.066, M=-9.459e+000
1 29 -> 56 fr=86 (0.6187), cf=0.878, gamma=1.119, delta=0.066, M=-9.459e+000
13 -> ~55 fr=47 (0.3381), cf=0.959, gamma=1.223, delta=0.062, M=-9.443e+000
13 -> 56 fr=47 (0.3381), cf=0.959, gamma=1.223, delta=0.062, M=-9.443e+000
15 -> ~55 fr=76 (0.5468), cf=0.894, gamma=1.140, delta=0.067, M=-9.184e+000
15 -> 56 fr=76 (0.5468), cf=0.894, gamma=1.140, delta=0.067, M=-9.184e+000
29 39 -> ~55 fr=88 (0.6331), cf=0.871, gamma=1.111, delta=0.063, M=-9.097e+000
29 39 -> 56 fr=88 (0.6331), cf=0.871, gamma=1.111, delta=0.063, M=-9.097e+000
23 47 -> ~55 fr=81 (0.5827), cf=0.880, gamma=1.123, delta=0.064, M=-8.610e+000
23 47 -> 56 fr=81 (0.5827), cf=0.880, gamma=1.123, delta=0.064, M=-8.610e+000
9 17 19 29 -> ~55 fr=44 (0.3165), cf=0.957, gamma=1.220, delta=0.057, M=-8.471e+000
9 17 19 29 -> 56 fr=44 (0.3165), cf=0.957, gamma=1.220, delta=0.057, M=-8.471e+000
9 29 -> ~55 fr=53 (0.3813), cf=0.930, gamma=1.186, delta=0.060, M=-8.094e+000
9 29 -> 56 fr=53 (0.3813), cf=0.930, gamma=1.186, delta=0.060, M=-8.094e+000
29 -> ~55 fr=99 (0.7122), cf=0.839, gamma=1.070, delta=0.047, M=-7.288e+000
1 47 -> ~55 fr=86 (0.6187), cf=0.860, gamma=1.097, delta=0.055, M=-7.084e+000
1 47 -> 56 fr=86 (0.6187), cf=0.860, gamma=1.097, delta=0.055, M=-7.084e+000
17 47 -> ~55 fr=83 (0.5971), cf=0.865, gamma=1.103, delta=0.056, M=-7.057e+000
17 47 -> 56 fr=83 (0.5971), cf=0.865, gamma=1.103, delta=0.056, M=-7.057e+000
39 47 -> ~55 fr=85 (0.6115), cf=0.859, gamma=1.095, delta=0.053, M=-6.710e+000
39 47 -> 56 fr=85 (0.6115), cf=0.859, gamma=1.095, delta=0.053, M=-6.710e+000
47 -> ~55 fr=97 (0.6978), cf=0.836, gamma=1.066, delta=0.043, M=-6.257e+000
1 21 23 -> ~55 fr=51 (0.3669), cf=0.911, gamma=1.161, delta=0.051, M=-6.184e+000
1 21 23 -> 56 fr=51 (0.3669), cf=0.911, gamma=1.161, delta=0.051, M=-6.184e+000
23 34 52 -> ~55 fr=36 (0.2590), cf=0.947, gamma=1.208, delta=0.045, M=-6.112e+000
23 34 52 -> 56 fr=36 (0.2590), cf=0.947, gamma=1.208, delta=0.045, M=-6.112e+000
17 21 23 -> ~55 fr=50 (0.3597), cf=0.909, gamma=1.159, delta=0.049, M=-5.915e+000
17 21 23 -> 56 fr=50 (0.3597), cf=0.909, gamma=1.159, delta=0.049, M=-5.915e+000
9 17 23 -> ~55 fr=45 (0.3237), cf=0.918, gamma=1.171, delta=0.047, M=-5.798e+000
9 17 23 -> 56 fr=45 (0.3237), cf=0.918, gamma=1.171, delta=0.047, M=-5.798e+000
6 11 -> 55 fr=28 (0.2014), cf=0.272, gamma=1.260, delta=0.042, M=-5.572e+000
6 11 -> ~56 fr=28 (0.2014), cf=0.272, gamma=1.260, delta=0.042, M=-5.572e+000
1 23 39 -> ~55 fr=68 (0.4892), cf=0.872, gamma=1.112, delta=0.049, M=-5.458e+000
1 23 39 -> 56 fr=68 (0.4892), cf=0.872, gamma=1.112, delta=0.049, M=-5.458e+000
23 39 -> ~55 fr=78 (0.5612), cf=0.857, gamma=1.093, delta=0.048, M=-5.420e+000
1 23 -> ~55 fr=78 (0.5612), cf=0.857, gamma=1.093, delta=0.048, M=-5.420e+000
23 39 -> 56 fr=78 (0.5612), cf=0.857, gamma=1.093, delta=0.048, M=-5.420e+000
1 23 -> 56 fr=78 (0.5612), cf=0.857, gamma=1.093, delta=0.048, M=-5.420e+000
17 23 34 -> ~55 fr=52 (0.3741), cf=0.897, gamma=1.143, delta=0.047, M=-5.319e+000
17 23 34 -> 56 fr=52 (0.3741), cf=0.897, gamma=1.143, delta=0.047, M=-5.319e+000
21 23 -> ~55 fr=56 (0.4029), cf=0.889, gamma=1.134, delta=0.047, M=-5.290e+000
21 23 -> 56 fr=56 (0.4029), cf=0.889, gamma=1.134, delta=0.047, M=-5.290e+000
17 23 -> ~55 fr=77 (0.5540), cf=0.856, gamma=1.091, delta=0.046, M=-5.132e+000
17 23 -> 56 fr=77 (0.5540), cf=0.856, gamma=1.091, delta=0.046, M=-5.132e+000
17 21 -> ~55 fr=55 (0.3957), cf=0.887, gamma=1.131, delta=0.046, M=-5.042e+000
17 21 -> 56 fr=55 (0.3957), cf=0.887, gamma=1.131, delta=0.046, M=-5.042e+000
23 34 -> ~55 fr=58 (0.4173), cf=0.879, gamma=1.121, delta=0.045, M=-4.809e+000
23 34 -> 56 fr=58 (0.4173), cf=0.879, gamma=1.121, delta=0.045, M=-4.809e+000
6 8 -> 55 fr=19 (0.1367), cf=0.322, gamma=1.492, delta=0.045, M=-4.795e+000
6 8 -> ~56 fr=19 (0.1367), cf=0.322, gamma=1.492, delta=0.045, M=-4.795e+000
18 39 -> ~55 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
18 39 -> 56 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
10 34 52 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.275, delta=0.026, M=-4.429e+000
10 34 52 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.275, delta=0.026, M=-4.429e+000
23 -> ~55 fr=89 (0.6403), cf=0.832, gamma=1.061, delta=0.037, M=-4.222e+000
23 -> 56 fr=89 (0.6403), cf=0.832, gamma=1.061, delta=0.037, M=-4.222e+000
7 -> 56 fr=16 (0.1151), cf=1.000, gamma=1.275, delta=0.025, M=-4.150e+000
6 -> ~56 fr=30 (0.2158), cf=0.244, gamma=1.130, delta=0.025, M=-4.150e+000
1 52 -> ~55 fr=51 (0.3669), cf=0.879, gamma=1.121, delta=0.040, M=-4.115e+000
1 52 -> 56 fr=51 (0.3669), cf=0.879, gamma=1.121, delta=0.040, M=-4.115e+000
34 39 52 -> ~55 fr=37 (0.2662), cf=0.902, gamma=1.151, delta=0.035, M=-3.879e+000
34 39 52 -> 56 fr=37 (0.2662), cf=0.902, gamma=1.151, delta=0.035, M=-3.879e+000
52 -> ~55 fr=57 (0.4101), cf=0.864, gamma=1.101, delta=0.038, M=-3.724e+000
52 -> 56 fr=57 (0.4101), cf=0.864, gamma=1.101, delta=0.038, M=-3.724e+000
17 39 -> ~55 fr=81 (0.5827), cf=0.835, gamma=1.065, delta=0.036, M=-3.680e+000
17 39 -> 56 fr=81 (0.5827), cf=0.835, gamma=1.065, delta=0.036, M=-3.680e+000
8 11 -> 55 fr=17 (0.1223), cf=0.309, gamma=1.432, delta=0.037, M=-3.639e+000
8 11 -> ~56 fr=17 (0.1223), cf=0.309, gamma=1.432, delta=0.037, M=-3.639e+000
