25 27 47 -> ~55 fr=72 (0.5180), cf=0.986, gamma=1.258, delta=0.106, M=-2.275e+001
23 25 -> 56 fr=74 (0.5324), cf=0.949, gamma=1.210, delta=0.092, M=-1.642e+001
15 25 30 -> ~55 fr=59 (0.4245), cf=0.983, gamma=1.254, delta=0.086, M=-1.632e+001
15 25 30 -> 56 fr=59 (0.4245), cf=0.983, gamma=1.254, delta=0.086, M=-1.632e+001
23 30 47 -> ~55 fr=81 (0.5827), cf=0.931, gamma=1.187, delta=0.092, M=-1.619e+001
23 30 47 -> 56 fr=81 (0.5827), cf=0.931, gamma=1.187, delta=0.092, M=-1.619e+001
14 54 -> 55 fr=19 (0.1367), cf=0.576, gamma=2.668, delta=0.085, M=-1.613e+001
30 47 -> ~55 fr=95 (0.6835), cf=0.896, gamma=1.143, delta=0.085, M=-1.613e+001
14 54 -> ~56 fr=19 (0.1367), cf=0.576, gamma=2.668, delta=0.085, M=-1.613e+001
30 47 -> 56 fr=95 (0.6835), cf=0.896, gamma=1.143, delta=0.085, M=-1.613e+001
15 17 27 29 -> ~55 fr=69 (0.4964), cf=0.958, gamma=1.222, delta=0.090, M=-1.608e+001
15 17 27 29 -> 56 fr=69 (0.4964), cf=0.958, gamma=1.222, delta=0.090, M=-1.608e+001
12 54 -> 55 fr=23 (0.1655), cf=0.479, gamma=2.220, delta=0.091, M=-1.603e+001
12 54 -> ~56 fr=23 (0.1655), cf=0.479, gamma=2.220, delta=0.091, M=-1.603e+001
1 53 -> ~55 fr=64 (0.4604), cf=0.970, gamma=1.237, delta=0.088, M=-1.602e+001
1 53 -> 56 fr=64 (0.4604), cf=0.970, gamma=1.237, delta=0.088, M=-1.602e+001
25 30 -> ~55 fr=77 (0.5540), cf=0.939, gamma=1.197, delta=0.091, M=-1.596e+001
25 30 -> 56 fr=77 (0.5540), cf=0.939, gamma=1.197, delta=0.091, M=-1.596e+001
6 12 24 -> 55 fr=20 (0.1439), cf=0.541, gamma=2.505, delta=0.086, M=-1.573e+001
6 12 24 -> ~56 fr=20 (0.1439), cf=0.541, gamma=2.505, delta=0.086, M=-1.573e+001
27 29 39 -> ~55 fr=80 (0.5755), cf=0.930, gamma=1.186, delta=0.090, M=-1.565e+001
27 29 39 -> 56 fr=80 (0.5755), cf=0.930, gamma=1.186, delta=0.090, M=-1.565e+001
30 53 -> ~55 fr=68 (0.4892), cf=0.958, gamma=1.221, delta=0.089, M=-1.562e+001
30 53 -> 56 fr=68 (0.4892), cf=0.958, gamma=1.221, delta=0.089, M=-1.562e+001
15 25 -> ~55 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
15 25 -> 56 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
15 23 29 -> ~55 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
15 23 29 -> 56 fr=63 (0.4532), cf=0.969, gamma=1.236, delta=0.087, M=-1.558e+001
6 24 -> 55 fr=21 (0.1511), cf=0.512, gamma=2.373, delta=0.087, M=-1.550e+001
6 24 -> ~56 fr=21 (0.1511), cf=0.512, gamma=2.373, delta=0.087, M=-1.550e+001
27 29 -> ~55 fr=94 (0.6763), cf=0.895, gamma=1.142, delta=0.084, M=-1.542e+001
27 29 -> 56 fr=94 (0.6763), cf=0.895, gamma=1.142, delta=0.084, M=-1.542e+001
6 11 54 -> 55 fr=24 (0.1727), cf=0.444, gamma=2.059, delta=0.089, M=-1.513e+001
6 11 54 -> ~56 fr=24 (0.1727), cf=0.444, gamma=2.059, delta=0.089, M=-1.513e+001
6 54 -> 55 fr=25 (0.1799), cf=0.424, gamma=1.963, delta=0.088, M=-1.497e+001
6 54 -> ~56 fr=25 (0.1799), cf=0.424, gamma=1.963, delta=0.088, M=-1.497e+001
29 30 -> ~55 fr=93 (0.6691), cf=0.894, gamma=1.140, delta=0.082, M=-1.474e+001
29 30 -> 56 fr=93 (0.6691), cf=0.894, gamma=1.140, delta=0.082, M=-1.474e+001
26 -> 55 fr=14 (0.1007), cf=0.700, gamma=3.243, delta=0.070, M=-1.463e+001
27 47 -> ~55 fr=90 (0.6475), cf=0.900, gamma=1.148, delta=0.083, M=-1.446e+001
27 47 -> 56 fr=90 (0.6475), cf=0.900, gamma=1.148, delta=0.083, M=-1.446e+001
1 29 47 -> ~55 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
1 29 47 -> 56 fr=81 (0.5827), cf=0.920, gamma=1.174, delta=0.086, M=-1.441e+001
27 39 53 -> ~55 fr=60 (0.4317), cf=0.968, gamma=1.234, delta=0.082, M=-1.429e+001
27 39 53 -> 56 fr=60 (0.4317), cf=0.968, gamma=1.234, delta=0.082, M=-1.429e+001
6 11 12 -> 55 fr=27 (0.1942), cf=0.380, gamma=1.762, delta=0.084, M=-1.428e+001
6 11 12 -> ~56 fr=27 (0.1942), cf=0.380, gamma=1.762, delta=0.084, M=-1.428e+001
15 23 -> ~55 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
15 23 -> 56 fr=64 (0.4604), cf=0.955, gamma=1.218, delta=0.082, M=-1.385e+001
34 53 -> ~55 fr=53 (0.3813), cf=0.981, gamma=1.252, delta=0.077, M=-1.382e+001
34 53 -> 56 fr=53 (0.3813), cf=0.981, gamma=1.252, delta=0.077, M=-1.382e+001
11 54 -> 55 fr=24 (0.1727), cf=0.421, gamma=1.951, delta=0.084, M=-1.366e+001
11 54 -> ~56 fr=24 (0.1727), cf=0.421, gamma=1.951, delta=0.084, M=-1.366e+001
19 24 -> 55 fr=17 (0.1223), cf=0.567, gamma=2.626, delta=0.076, M=-1.361e+001
19 24 -> ~56 fr=17 (0.1223), cf=0.567, gamma=2.626, delta=0.076, M=-1.361e+001
53 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
53 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 17 27 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
15 17 27 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.192, delta=0.084, M=-1.357e+001
29 47 -> ~55 fr=91 (0.6547), cf=0.892, gamma=1.138, delta=0.079, M=-1.348e+001
29 47 -> 56 fr=91 (0.6547), cf=0.892, gamma=1.138, delta=0.079, M=-1.348e+001
12 24 -> 55 fr=20 (0.1439), cf=0.488, gamma=2.260, delta=0.080, M=-1.329e+001
23 29 -> ~55 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
1 27 -> ~55 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
12 24 -> ~56 fr=20 (0.1439), cf=0.488, gamma=2.260, delta=0.080, M=-1.329e+001
23 29 -> 56 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
1 27 -> 56 fr=88 (0.6331), cf=0.898, gamma=1.145, delta=0.080, M=-1.329e+001
6 12 -> 55 fr=28 (0.2014), cf=0.350, gamma=1.622, delta=0.077, M=-1.307e+001
6 12 -> ~56 fr=28 (0.2014), cf=0.350, gamma=1.622, delta=0.077, M=-1.307e+001
25 -> ~55 fr=81 (0.5827), cf=0.910, gamma=1.161, delta=0.081, M=-1.278e+001
25 -> 56 fr=81 (0.5827), cf=0.910, gamma=1.161, delta=0.081, M=-1.278e+001
27 -> ~55 fr=99 (0.7122), cf=0.868, gamma=1.107, delta=0.069, M=-1.272e+001
15 17 29 -> ~55 fr=69 (0.4964), cf=0.932, gamma=1.189, delta=0.079, M=-1.227e+001
15 17 29 -> 56 fr=69 (0.4964), cf=0.932, gamma=1.189, delta=0.079, M=-1.227e+001
6 11 14 -> 55 fr=20 (0.1439), cf=0.465, gamma=2.155, delta=0.077, M=-1.222e+001
6 11 14 -> ~56 fr=20 (0.1439), cf=0.465, gamma=2.155, delta=0.077, M=-1.222e+001
6 14 -> 55 fr=21 (0.1511), cf=0.438, gamma=2.027, delta=0.077, M=-1.174e+001
6 14 -> ~56 fr=21 (0.1511), cf=0.438, gamma=2.027, delta=0.077, M=-1.174e+001
23 30 -> ~55 fr=85 (0.6115), cf=0.895, gamma=1.141, delta=0.076, M=-1.172e+001
23 30 -> 56 fr=85 (0.6115), cf=0.895, gamma=1.141, delta=0.076, M=-1.172e+001
17 23 47 -> ~55 fr=71 (0.5108), cf=0.922, gamma=1.176, delta=0.076, M=-1.147e+001
17 23 47 -> 56 fr=71 (0.5108), cf=0.922, gamma=1.176, delta=0.076, M=-1.147e+001
1 29 -> ~55 fr=87 (0.6259), cf=0.888, gamma=1.132, delta=0.073, M=-1.128e+001
1 29 -> 56 fr=87 (0.6259), cf=0.888, gamma=1.132, delta=0.073, M=-1.128e+001
11 12 -> 55 fr=27 (0.1942), cf=0.342, gamma=1.584, delta=0.072, M=-1.109e+001
11 12 -> ~56 fr=27 (0.1942), cf=0.342, gamma=1.584, delta=0.072, M=-1.109e+001
23 47 -> ~55 fr=83 (0.5971), cf=0.892, gamma=1.138, delta=0.072, M=-1.077e+001
23 47 -> 56 fr=83 (0.5971), cf=0.892, gamma=1.138, delta=0.072, M=-1.077e+001
15 47 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 29 -> ~55 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 47 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
15 29 -> 56 fr=69 (0.4964), cf=0.920, gamma=1.173, delta=0.073, M=-1.067e+001
30 -> ~55 fr=100 (0.7194), cf=0.855, gamma=1.090, delta=0.059, M=-1.054e+001
13 29 -> ~55 fr=44 (0.3165), cf=0.978, gamma=1.247, delta=0.063, M=-1.048e+001
13 29 -> 56 fr=44 (0.3165), cf=0.978, gamma=1.247, delta=0.063, M=-1.048e+001
15 17 -> ~55 fr=74 (0.5324), cf=0.902, gamma=1.151, delta=0.070, M=-9.742e+000
15 17 -> 56 fr=74 (0.5324), cf=0.902, gamma=1.151, delta=0.070, M=-9.742e+000
11 14 -> 55 fr=20 (0.1439), cf=0.408, gamma=1.891, delta=0.068, M=-9.470e+000
11 14 -> ~56 fr=20 (0.1439), cf=0.408, gamma=1.891, delta=0.068, M=-9.470e+000
13 -> ~55 fr=46 (0.3309), cf=0.958, gamma=1.222, delta=0.060, M=-9.113e+000
13 -> 56 fr=46 (0.3309), cf=0.958, gamma=1.222, delta=0.060, M=-9.113e+000
1 47 -> ~55 fr=88 (0.6331), cf=0.871, gamma=1.111, delta=0.063, M=-9.097e+000
1 47 -> 56 fr=88 (0.6331), cf=0.871, gamma=1.111, delta=0.063, M=-9.097e+000
47 -> ~55 fr=99 (0.7122), cf=0.846, gamma=1.079, delta=0.052, M=-8.529e+000
29 -> ~55 fr=99 (0.7122), cf=0.846, gamma=1.079, delta=0.052, M=-8.529e+000
15 -> ~55 fr=74 (0.5324), cf=0.892, gamma=1.137, delta=0.064, M=-8.441e+000
15 -> 56 fr=74 (0.5324), cf=0.892, gamma=1.137, delta=0.064, M=-8.441e+000
23 34 52 -> ~55 fr=40 (0.2878), cf=0.952, gamma=1.215, delta=0.051, M=-7.251e+000
23 34 52 -> 56 fr=40 (0.2878), cf=0.952, gamma=1.215, delta=0.051, M=-7.251e+000
1 23 -> ~55 fr=80 (0.5755), cf=0.870, gamma=1.109, delta=0.057, M=-7.079e+000
1 23 -> 56 fr=80 (0.5755), cf=0.870, gamma=1.109, delta=0.057, M=-7.079e+000
17 23 -> ~55 fr=75 (0.5396), cf=0.872, gamma=1.112, delta=0.054, M=-6.493e+000
17 23 -> 56 fr=75 (0.5396), cf=0.872, gamma=1.112, delta=0.054, M=-6.493e+000
6 11 -> 55 fr=29 (0.2086), cf=0.269, gamma=1.244, delta=0.041, M=-6.100e+000
6 11 -> ~56 fr=29 (0.2086), cf=0.269, gamma=1.244, delta=0.041, M=-6.100e+000
23 52 -> ~55 fr=49 (0.3525), cf=0.907, gamma=1.157, delta=0.048, M=-5.653e+000
23 52 -> 56 fr=49 (0.3525), cf=0.907, gamma=1.157, delta=0.048, M=-5.653e+000
23 34 -> ~55 fr=61 (0.4388), cf=0.884, gamma=1.127, delta=0.050, M=-5.565e+000
23 34 -> 56 fr=61 (0.4388), cf=0.884, gamma=1.127, delta=0.050, M=-5.565e+000
23 -> ~55 fr=90 (0.6475), cf=0.841, gamma=1.073, delta=0.044, M=-5.466e+000
23 -> 56 fr=90 (0.6475), cf=0.841, gamma=1.073, delta=0.044, M=-5.466e+000
18 39 -> ~55 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
18 39 -> 56 fr=18 (0.1295), cf=1.000, gamma=1.275, delta=0.028, M=-4.712e+000
1 52 -> ~55 fr=53 (0.3813), cf=0.883, gamma=1.126, delta=0.043, M=-4.565e+000
1 52 -> 56 fr=53 (0.3813), cf=0.883, gamma=1.126, delta=0.043, M=-4.565e+000
34 39 52 -> ~55 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
34 39 52 -> 56 fr=40 (0.2878), cf=0.909, gamma=1.159, delta=0.040, M=-4.556e+000
10 52 -> ~55 fr=17 (0.1223), cf=1.000, gamma=1.275, delta=0.026, M=-4.429e+000
10 52 -> 56 fr=17 (0.1223), cf=1.000, gamma=1.275, delta=0.026, M=-4.429e+000
34 52 -> ~55 fr=43 (0.3094), cf=0.896, gamma=1.142, delta=0.039, M=-4.209e+000
34 52 -> 56 fr=43 (0.3094), cf=0.896, gamma=1.142, delta=0.039, M=-4.209e+000
52 -> ~55 fr=59 (0.4245), cf=0.868, gamma=1.106, delta=0.041, M=-4.154e+000
52 -> 56 fr=59 (0.4245), cf=0.868, gamma=1.106, delta=0.041, M=-4.154e+000
1 18 -> ~55 fr=16 (0.1151), cf=1.000, gamma=1.275, delta=0.025, M=-4.150e+000
1 18 -> 56 fr=16 (0.1151), cf=1.000, gamma=1.275, delta=0.025, M=-4.150e+000
